"","country","ccode","year","hdecadec","independence","occupied","top_incrate_n","top_incrate_nl","topitaxrate2","effective_p99_99","irs_soi_top1","himobpopyear2p","himobpopyearp","wwimassmob","unisuffrage","timemarkeru","competitive_elections","wwidemoc","directelec","electorate25","electorate50","electorate75","noupper","left_executive","timemarkerp","Top1incomeshare","Top001incomeshare","wealth_p99_00_2014","majoritarian1","infl_cris","currency_cris","bank_cris","debt_cris_ext","debt_cris_dom","stock_crash","any_cris","Neightop_incrate_n","trade_openness","capital","rgdppc","pop","rgdp","growth","recession","revgdp_imf","revgdp_imf_ip","australiatrend","austriatrend","belgiumtrend","canadatrend","denmarktrend","finlandtrend","francetrend","germanytrend","irelandtrend","italytrend","japantrend","netherlandstrend","newzealandtrend","norwaytrend","koreatrend","spaintrend","swedentrend","switzerlandtrend","uktrend","usatrend","fem_vote","wwimassmob_post"
"1234","Australia",900,1901,18,1,0,0,0,0,NA,NA,0,0,1,0,NA,1,1,1,0,0,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,5,NA,NA,3838.73517786561,3795,14569005056,NA,NA,2.6253,2.6253,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1262","Australia",900,1902,18,1,0,0,0,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,5,NA,NA,3822.5974025974,3850,14718550016,0.010264596901834,0,2.7027,2.7027,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1273","Australia",900,1903,18,1,0,0,0,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,5,NA,NA,4076.23203285421,3896,15880095744,0.0789171308279037,0,2.80374,2.80374,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1286","Australia",900,1904,18,1,0,0,0,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,5,NA,NA,4294.72883933097,3946,16948070400,0.067252404987812,0,2.45536,2.45536,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1311","Australia",900,1905,18,1,0,0,0,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-3,NA,NA,NA,1,0,0,0,0,0,0,0,5,NA,NA,4281.96803196803,4004,17145127936,0.0116271367296576,0,2.7027,2.7027,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1317","Australia",900,1906,19,1,0,0,0,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-2,NA,NA,NA,1,0,0,0,0,0,0,0,5,NA,NA,4507.38552437223,4062,18307434496,0.0677922368049622,0,2.71399,2.71399,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1342","Australia",900,1907,19,1,0,0,1.667,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-1,NA,NA,NA,1,0,0,0,0,0,0,0,5,NA,NA,4616.42839835231,4127,19050231808,0.0405735336244106,0,2.78293,2.78293,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1361","Australia",900,1908,19,1,0,0,1.667,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,1,0,0,0,0,0,0,0,5,NA,NA,4693.11412913986,4197,19696521216,0.0339255407452583,0,2.61194,2.61194,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1366","Australia",900,1909,19,1,0,0,1.667,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,5,NA,NA,4980.59841047218,4278,21308717056,0.0818518027663231,0,2.79232,2.79232,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1385","Australia",900,1910,19,1,0,0,1.667,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,2,NA,NA,NA,1,0,0,0,0,0,0,0,5.80000019073486,NA,NA,5209.82857142857,4375,22793750528,0.0696913599967957,0,3.04976,3.04976,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1408","Australia",900,1911,20,1,0,0,1.667,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,3,NA,NA,NA,1,0,0,0,0,0,0,0,5.80000019073486,NA,NA,5103.77777777778,4500,22968000512,0.00764463841915131,0,3.07017,3.07017,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1415","Australia",900,1912,20,1,0,0,8.333,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,4,NA,NA,NA,1,0,0,0,0,0,0,0,5.80000019073486,NA,NA,5098.47672173353,4661,23761778688,0.034560177475214,0,2.99728,2.99728,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1434","Australia",900,1913,20,1,0,0,8.333,0,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,5,NA,NA,NA,1,0,0,0,0,0,0,0,6.67000007629395,NA,NA,5156.8139390168,4821,24861896704,0.0462977960705757,0,2.74314,2.74314,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1449","Australia",900,1914,20,1,0,0,8.333,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,6.67000007629395,NA,NA,5026.75856476789,4933,24798191616,-0.00256235827691853,1,2.5463,2.5463,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1475","Australia",900,1915,20,1,0,0,8.333,0.0500000007450581,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,33.98,1,0,0,0,0,0,1,1,40,NA,NA,4896.60028163347,4971,24342986752,-0.0183563735336065,1,3.69928,3.69928,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1491","Australia",900,1916,21,1,0,25,33.333,0.0500000007450581,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,0,0,0,0,0,1,1,45,NA,NA,4878.30474268416,4955,24170489856,-0.0070861023850739,1,3.50877,3.50877,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1516","Australia",900,1917,21,1,0,31.25,39.583,0.0500000007450581,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,37.5,NA,NA,4791.11111111111,4950,23715450880,-0.0188262201845646,1,3.62035,3.62035,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1530","Australia",900,1918,21,1,0,31.25,43.75,0.0500000007450581,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,37.5,NA,NA,4601.55007949126,5032,23157264384,-0.0235368274152279,1,4.23729,4.23729,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1543","Australia",900,1919,21,1,0,40.63,53.125,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,37.5,NA,NA,4715.5786635856,5193,24490188800,0.0575596652925014,0,4.62882,4.62882,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1558","Australia",900,1920,21,1,0,40.63,60.625,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,NA,NA,NA,NA,1,0,1,0,0,0,0,1,37.5,0.00848201010376215,NA,4765.58417319895,5358,25536227328,0.0427125543355942,0,5.26736,5.26736,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1573","Australia",900,1921,22,1,0,42.65,62.65,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,NA,11.63,1.24,NA,1,0,0,0,0,0,0,0,36.6699981689453,0.00516515038907528,NA,4910.82219373741,5461,26818971648,0.0502323359251022,0,4.63097,4.63097,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1606","Australia",900,1922,22,1,0,42.65,62.65,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,NA,10.68,NA,NA,1,0,0,0,0,0,0,0,36.6666717529297,0.0050779958255589,NA,5063.68855400072,5574,28226736128,0.0524913668632507,0,4.64441,4.64441,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1624","Australia",900,1923,22,1,0,38.38,58.38,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,NA,11.76,NA,NA,1,0,0,0,0,0,0,0,25.5833377838135,0.00517945736646652,NA,5192.03089345269,5697,29578823680,0.047900952398777,0,4.30464,4.30464,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1628","Australia",900,1924,22,1,0,38.38,58.38,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-5,11.67,NA,NA,1,0,0,0,0,0,0,0,25.5833377838135,0.00574717624112964,NA,5417.42567451452,5819,31521523712,0.065678745508194,0,4.33397,4.33397,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1654","Australia",900,1925,22,1,0,34.5,54.5,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-4,11.31,NA,NA,1,0,0,0,0,0,0,0,22.5,0.00533377379179001,NA,5553.08766616187,5943,33001478144,0.046950601041317,0,4.06504,4.06504,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1672","Australia",900,1926,23,1,0,30,50,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-3,11.07,NA,NA,1,0,0,0,0,0,0,0,22.5,0.00530648929998279,NA,5572.55936675462,6064,33794672640,0.024035120382905,0,4.58107,4.58107,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1702","Australia",900,1927,23,1,0,30,50,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-2,11.68,NA,NA,1,0,0,0,0,0,0,0,22.5,0.00487833004444838,NA,5543.79444085326,6188,34306271232,0.0151384389027953,0,4.27993,4.27993,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1714","Australia",900,1928,23,1,0,27,47,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-1,11.85,NA,NA,1,0,0,0,0,0,0,0,22.5,0.00483467103913426,NA,5451.77664974619,6304,34369409024,0.00184041541069746,0,4.31282,4.31282,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1728","Australia",900,1929,23,1,0,27,47,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,0,10.67,NA,NA,1,0,0,0,0,0,1,1,22.5,0.00399438524618745,NA,5262.97686053784,6396,33662148608,-0.020578196272254,1,4.49766,4.49766,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1743","Australia",900,1930,23,1,0,30.35,50.35,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,1,9.75,NA,NA,1,0,0,0,0,0,1,1,22.5,0.00476990872994065,NA,4708.3011284588,6469,30456051712,-0.0952433794736862,1,4.46999,4.46999,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1766","Australia",900,1931,24,1,0,33.78,53.78,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,2,9.34,0.85,NA,1,0,1,1,0,0,0,1,31.75,0.00238344981335104,NA,4353.60808947449,6527,28418557952,-0.0668994709849358,1,5.59441,5.59441,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1780","Australia",900,1932,24,1,0,35.48,55.48,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,1,3,9.27,0.9,NA,1,0,1,1,0,0,0,1,31.75,0.0014961629640311,NA,4563.76348989208,6579,30026555392,0.0565826557576656,0,6.1157,6.1157,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1812","Australia",900,1933,24,1,0,35.48,55.48,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,NA,10.32,NA,NA,1,0,0,0,0,0,0,0,31.75,0.00146394083276391,NA,4842.40687679083,6631,32107302912,0.0692969113588333,0,5.85443,5.85443,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1829","Australia",900,1934,24,1,0,32.83,52.83,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,NA,10.36,NA,NA,1,0,0,0,0,0,0,0,31.75,0.00186696788296103,NA,5059.86231667166,6682,33810919424,0.053060095757246,0,5.67847,5.67847,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1841","Australia",900,1935,24,1,0,32.83,52.83,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,NA,10.54,NA,NA,1,0,0,0,0,0,0,0,31.75,0.00247914809733629,NA,5317.58764111705,6732,35800776704,0.0588525049388409,0,5.72626,5.72626,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1856","Australia",900,1936,25,1,0,31.88,51.88,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-5,11.28,NA,NA,1,0,0,0,0,0,0,0,40.8333015441895,0.00289173563942313,NA,5515.84844464101,6783,37415026688,0.0450898036360741,0,5.27319,5.27319,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1874","Australia",900,1937,25,1,0,28.69,48.69,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-4,9.83,0.89,NA,1,0,0,0,0,0,1,1,40.8333282470703,0.00309909973293543,NA,5745.65122058179,6841,39308386304,0.0506042577326298,0,5.18346,5.18346,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1893","Australia",900,1938,25,1,0,28.69,48.69,0.0500000007450581,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-3,10.39,0.97,NA,1,0,0,0,0,0,1,1,40.8333282470703,0.00261578848585486,NA,5886.32676709154,6904,40636944384,0.0337983369827271,0,5.11578,5.11578,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1919","Australia",900,1939,25,1,0,32.99,52.99,20,NA,NA,0,0,1,1,NA,1,1,1,1,1,1,1,0,-2,10.73,1.04,NA,1,0,1,0,0,0,1,1,53.4791717529297,0.00232882681302726,NA,5845.56132549132,6971,40752467968,0.00284282164648175,0,6.15723,6.15723,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"916","Austria",305,1880,13,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00337587483227253,NA,2078.8378870674,4941,10272338944,0.0139378821477294,0,9.96412,9.96412,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941","Austria",305,1881,14,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00368893030099571,NA,2145.1667001003,4985,10692825088,0.0409338250756264,0,10.3252,10.3252,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"951","Austria",305,1882,14,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00375067186541855,NA,2139.962027833,5030,10764199936,0.00667502265423536,0,10.6116,10.6116,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"968","Austria",305,1883,14,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00336981611326337,NA,2208.78384236453,5075,11210675200,0.0414777919650078,0,11.0883,11.0883,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"979","Austria",305,1884,14,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00290581909939647,NA,2248.47510251904,5121,11512007680,0.0268790666013956,0,11.1067,11.1067,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"992","Austria",305,1885,14,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00274371937848628,NA,2215.2706155633,5166,11442690048,-0.00602133292704821,1,12.0015,12.0015,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1012","Austria",305,1886,15,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00511138746514916,NA,2267.70990023024,5212,11820816384,0.03304523229599,0,12.2412,12.2412,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1029","Austria",305,1887,15,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,-10,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.0048840893432498,NA,2404.43009320905,5257,12637828096,0.0691163539886475,0,11.7279,11.7279,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1047","Austria",305,1888,15,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,-9,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00525722559541464,NA,2379.15104657741,5303,12615836672,-0.00174012687057257,1,11.7619,11.7619,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1052","Austria",305,1889,15,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,-8,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00282717496156693,NA,2337.20699326851,5348,12498276352,-0.00931847188621759,1,12.7097,12.7097,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067","Austria",305,1890,15,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,-7,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00274919159710407,NA,2443.35595105673,5394,13177541632,0.0543487183749676,0,13.191,13.191,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094","Austria",305,1891,16,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,-6,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00295698433183134,NA,2506.14799853103,5446,13647676416,0.035676971077919,0,13.1929,13.1929,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1110","Austria",305,1892,16,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,-5,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00131925637833774,NA,2535.12808866279,5504,13952640000,0.0223454590886831,0,14.1427,14.1427,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1117","Austria",305,1893,16,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,-4,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00142470619175583,NA,2525.10318173647,5563,14046574592,0.00673238839954138,0,14.8317,14.8317,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1128","Austria",305,1894,16,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,-3,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.06666660308838,0.00125542876776308,NA,2644.59871931697,5622,14870190080,0.0586346164345741,0,14.7332,14.7332,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1144","Austria",305,1895,16,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,-2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.00121650460641831,NA,2687.78186619718,5680,15267840000,0.0267414152622223,0,14.5469,14.5469,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1157","Austria",305,1896,17,1,0,0,0,1.14999997615814,NA,NA,0,0,1,0,-1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.00237302668392658,NA,2701.01254573968,5739,15501038592,0.0152738429605961,0,15.2506,15.2506,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1184","Austria",305,1897,17,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.00228184880688787,NA,2730.15263884098,5798,15828540416,0.0211277343332767,0,16.5772,16.5772,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1192","Austria",305,1898,17,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.00252596708014607,NA,2855.28739754098,5856,16718879744,0.0562489852309227,0,15.676,15.676,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1209","Austria",305,1899,17,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.00266742310486734,NA,2886.27692307692,5915,17070690304,0.021042712032795,0,14.8814,14.8814,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1229","Austria",305,1900,17,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,3,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.00142289733048528,NA,2881.80713209443,5973,17214185472,0.00840593781322241,0,15.5415,15.5415,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1243","Austria",305,1901,18,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,4,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.00268438272178173,NA,2863.85865782933,6035,17284239360,0.00406954437494278,0,15.6953,15.6953,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1258","Austria",305,1902,18,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,5,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.00278982589952648,NA,2945.31333005411,6099,17961555968,0.0391869507730007,0,15.3859,15.3859,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1264","Austria",305,1903,18,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,6,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.00312919286079705,NA,2940.88627514601,6164,18128324608,0.00928475428372622,0,15.142,15.142,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1280","Austria",305,1904,18,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,7,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.0032226147595793,NA,2955.85019267823,6228,18409967616,0.015536074526608,0,15.9393,15.9393,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1307","Austria",305,1905,18,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,8,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.0034046268556267,NA,3089.77733630006,6292,19442280448,0.0560735836625099,0,14.3268,14.3268,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1314","Austria",305,1906,19,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,9,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3.33333325386047,0.00340105872601271,NA,3176.23265691364,6357,20189831168,0.0384497456252575,0,14.2766,14.2766,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1341","Austria",305,1907,19,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,10,0,0,1,1,1,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,3.33333325386047,0.0036100777797401,NA,3338.14265690702,6421,21433298944,0.061588816344738,0,15.2145,15.2145,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1349","Austria",305,1908,19,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,3.33333325386047,0.00326956156641245,NA,3319.66353122591,6485,21530200064,0.00452105468139052,0,15.6644,15.6644,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1367","Austria",305,1909,19,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,3.33333325386047,0.00341164343990386,NA,3275.97938931298,6550,21457799168,-0.00336275994777679,1,16.7182,16.7182,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1387","Austria",305,1910,19,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,3.33333325386047,0.00364378001540899,NA,3290.37314786816,6614,21760059392,0.0140862641856074,0,16.9066,16.9066,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1406","Austria",305,1911,20,1,0,4.988,4.988,1.14999997615814,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,3.33333325386047,0.00366156292147934,NA,3365.21322537112,6669,22441185280,0.0313016548752785,0,17.1009,17.1009,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
