"","country","ccode","year","hdecadec","independence","occupied","top_incrate_n","top_incrate_nl","topitaxrate2","effective_p99_99","irs_soi_top1","himobpopyear2p","himobpopyearp","wwimassmob","unisuffrage","timemarkeru","competitive_elections","wwidemoc","directelec","electorate25","electorate50","electorate75","noupper","left_executive","timemarkerp","Top1incomeshare","Top001incomeshare","wealth_p99_00_2014","majoritarian1","infl_cris","currency_cris","bank_cris","debt_cris_ext","debt_cris_dom","stock_crash","any_cris","Neightop_incrate_n","trade_openness","capital","rgdppc","pop","rgdp","growth","recession","revgdp_imf","revgdp_imf_ip","australiatrend","austriatrend","belgiumtrend","canadatrend","denmarktrend","finlandtrend","francetrend","germanytrend","irelandtrend","italytrend","japantrend","netherlandstrend","newzealandtrend","norwaytrend","koreatrend","spaintrend","swedentrend","switzerlandtrend","uktrend","usatrend","fem_vote","wwimassmob_post"
"1710","Italy",325,1928,23,1,0,26,26,0,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,31.6666660308838,0.00226621329784393,NA,2666.19973761792,40186,107135877120,0.062273234128952,0,13.0083,13.0083,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1
"1735","Italy",325,1929,23,1,0,24,24,0,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,1,32.776668548584,0.00213239109143615,NA,2777.98963726402,40469,112422879232,0.0493485666811466,0,12.2362,12.2362,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1
"1748","Italy",325,1930,23,1,0,24,24,10,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,0,1,0,0,1,1,32.776668548584,0.001725745620206,NA,2630.98225596781,40791,107321122816,-0.0453800559043884,1,13.6125,13.6125,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1
"1762","Italy",325,1931,24,1,0,24,24,10,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,0,1,0,0,1,1,32.776668548584,0.00117322045844048,NA,2578.90474634312,41132,106079428608,-0.0115698957815766,1,14.3713,14.3713,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1
"1794","Italy",325,1932,24,1,0,24,24,10,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,1,36.7066650390625,0.000690363754983991,NA,2615.17489994045,41431,108342067200,0.0213296636939049,0,13.8274,13.8274,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1
"1811","Italy",325,1933,24,1,0,24,24,10,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,36.7066650390625,0.000762865645810962,NA,2565.06139295805,41753,107096449024,-0.0114970868453383,1,14.4172,14.4172,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1
"1830","Italy",325,1934,24,1,0,24,24,10,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,29.966667175293,0.0010624845745042,NA,2538.05264082957,42093,106832035840,-0.00246892566792667,1,15.0448,15.0448,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1
"1836","Italy",325,1935,24,1,0,24,24,10,NA,NA,1,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,29.966667175293,0.00101756805088371,NA,2654.10792469719,42429,112606568448,0.0540524423122406,0,14.6475,14.6475,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1
"1865","Italy",325,1936,25,1,0,24,24,10,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,29.966667175293,0.000801339279860258,NA,2540.30440457132,42750,108585000960,-0.0357134379446507,1,16.9558,16.9558,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1
"1889","Italy",325,1937,25,1,0,24,24,10,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,35.2999992370605,0.00120048748794943,NA,2772.27380789925,43068,119384498176,0.0994566231966019,0,15.7072,15.7072,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1
"1896","Italy",325,1938,25,1,0,24,24,10.1999998092651,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,33.3333320617676,0.00100824818946421,NA,2830.12220323451,43419,122875772928,0.0292439535260201,0,14.568,14.568,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1
"1922","Italy",325,1939,25,1,0,24,24,10.1999998092651,NA,NA,0,0,1,1,NA,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,1,33.3333320617676,0.000921612605452538,NA,2980.82496090261,43865,130761564160,0.0641769394278526,0,15.0799,15.0799,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1
"923","Japan",740,1880,13,1,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,NA,0.000134157104184851,NA,863.395549759557,36807,31764441088,0.0406008586287498,0,0.864488,0.864488,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"932","Japan",740,1881,14,1,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0.000141370488563552,NA,829.300495796508,37112,30765848576,-0.0314374342560768,1,0.900378,0.900378,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"957","Japan",740,1882,14,1,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0.000146445338032208,NA,844.17597690704,37414,31577415680,0.0263788308948278,0,0.982727,0.982727,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"973","Japan",740,1883,14,1,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0.000138985604280606,NA,837.20807075147,37766,31610142720,0.00103640649467707,0,1.17051,1.17051,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"987","Japan",740,1884,14,1,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0.00012597675959114,NA,835.701924589648,38138,31883368448,0.00864360947161913,0,1.0319,1.0319,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"1002","Japan",740,1885,14,1,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0.000123722784337588,NA,860.12439170375,38427,33047220224,0.0365034118294716,0,0.771179,0.771179,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"1008","Japan",740,1886,15,1,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,19.14,2.98,NA,0,0,0,0,0,0,0,0,NA,0.00014526498853229,NA,916.446584848014,38622,35377750016,0.070521205663681,0,1.06658,1.06658,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"1032","Japan",740,1887,15,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,19.89,3.03,NA,0,0,0,0,0,0,0,0,NA,0.000169292921782471,NA,951.525755158751,38866,37000433664,0.0458673499524593,0,1.07776,1.07776,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"1044","Japan",740,1888,15,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,17.67,2.95,NA,0,0,0,0,0,0,0,0,NA,0.000256627972703427,NA,899.594914779241,39251,35325898752,-0.0452571697533131,1,1.07341,1.07341,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"1060","Japan",740,1889,15,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,16.07,2.68,NA,1,0,0,0,0,0,0,0,NA,0.000239494838751853,NA,932.674863938722,39688,37028904960,0.0482084341347218,0,1.01244,1.01244,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"1072","Japan",740,1890,15,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,14.33,2.44,NA,1,0,0,0,0,0,0,0,NA,0.000234779188758694,NA,1011.94196172368,40077,40557924352,0.0953044518828392,0,1.51515,1.51515,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"1090","Japan",740,1891,16,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,13.19,2.22,NA,1,0,0,0,0,0,0,0,NA,0.000249791220994666,NA,956.438013868252,40380,38603280384,-0.0481938868761063,1,1.3345,1.3345,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"1109","Japan",740,1892,16,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,14.45,2.43,NA,1,0,0,0,0,0,0,0,NA,0.000252119614742696,NA,1012.69479402222,40684,41212891136,0.0676007494330406,0,1.31556,1.31556,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"1116","Japan",740,1893,16,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,14.27,2.44,NA,1,0,1,0,0,0,0,1,NA,0.000275273836450651,NA,1008.36030828516,41001,41329008640,0.00281750434078276,0,1.30326,1.30326,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"1127","Japan",740,1894,16,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,13.4,2.4,NA,1,0,1,0,0,0,0,1,NA,0.000300433050142601,NA,1119.41567110036,41350,46270648320,0.119568310678005,0,1.03139,1.03139,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"1151","Japan",740,1895,16,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,12.82,2.38,NA,1,0,0,0,0,0,0,0,NA,0.000294085213681683,NA,1123.46415320168,41775,46913323008,0.0138894682750106,0,1.79768,1.79768,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"1167","Japan",740,1896,17,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,13.23,2.47,NA,1,0,0,0,0,0,0,0,NA,0.000332704570610076,NA,1051.12349511802,42196,44347994112,-0.0546823106706142,1,1.89076,1.89076,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"1177","Japan",740,1897,17,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,12.16,2.15,NA,1,0,0,0,0,0,1,1,NA,0.000415550050092861,NA,1061.94911239828,42643,45286866944,0.0211705807596445,0,1.64538,1.64538,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"1198","Japan",740,1898,17,1,0,3,3,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,13.57,2.02,NA,1,0,0,0,0,0,1,1,NA,0.000440286268712953,NA,1248.88297601113,43145,53888106496,0.189927905797958,0,2.03737,2.03737,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"1205","Japan",740,1899,17,1,0,5.5,5.5,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,15.72,2.51,NA,1,0,0,0,0,0,0,0,NA,0.000471976672997698,NA,1143.13684500069,43626,49864519680,-0.0746655836701393,1,1.89283,1.89283,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"1223","Japan",740,1900,17,1,0,5.5,5.5,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,16.26,2.5,NA,1,0,0,0,0,0,0,0,NA,0.000322410807712004,NA,1179.51336643766,44103,52041539584,0.0436586961150169,0,1.54101,1.54101,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"1233","Japan",740,1901,18,1,0,5.5,5.5,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,16.93,2.62,NA,1,0,0,1,0,0,0,1,NA,0.000303784356219694,NA,1206.46312301285,44662,53862371328,0.0349880456924438,0,1.4372,1.4372,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"1252","Japan",740,1902,18,1,0,5.5,5.5,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,17.99,2.8,NA,1,0,0,0,0,0,0,0,NA,0.000365602521924302,NA,1128.90485029279,45255,51092893696,-0.0514176711440086,1,1.77769,1.77769,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"1271","Japan",740,1903,18,1,0,5.5,5.5,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,17.55,2.74,NA,1,0,0,0,0,0,0,0,NA,0.00040803977753967,NA,1192.62753866626,45841,54688313344,0.0703702494502068,0,1.44288,1.44288,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"1284","Japan",740,1904,18,1,0,9.35,9.35,0,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,16.58,2.74,NA,1,0,0,0,0,0,0,0,NA,0.000460356153780594,NA,1188.08825305102,46378,55097065472,0.00747421337291598,0,1.67437,1.67437,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"1298","Japan",740,1905,18,1,0,20.35,20.35,8.5,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,18.07,2.97,NA,1,0,0,0,0,0,0,0,NA,0.000565561174880713,NA,1156.75474599073,46829,54181154816,-0.0166235826909542,1,2.29572,2.29572,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"1315","Japan",740,1906,19,1,0,20.35,20.35,8.5,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,18.12,2.83,NA,1,0,0,0,0,0,0,0,NA,0.000524514180142432,NA,1297.20954115231,47227,61253419008,0.130529969930649,0,3.35251,3.35251,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"1330","Japan",740,1907,19,1,0,20.35,20.35,8.5,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,18.26,2.76,NA,1,0,0,1,0,0,0,1,NA,0.000602418149355799,NA,1325.15455746367,47691,63190573056,0.0316252410411835,0,4.46968,4.46968,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"1350","Japan",740,1908,19,1,0,20.35,20.35,8.5,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,18.93,2.79,NA,1,0,0,0,0,0,0,0,NA,0.00051248335512355,NA,1318.43895565686,48260,63606681600,0.00658497819676995,0,3.91397,3.91397,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"1368","Japan",740,1909,19,1,0,20.35,20.35,8.5,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,18.74,2.68,NA,1,0,0,0,0,0,0,0,NA,0.000483723357319832,NA,1300.54249114981,48869,63578570752,-0.000441948039224371,1,3.64286,3.64286,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"1386","Japan",740,1910,19,1,0,20.35,20.35,8.5,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,18.88,2.81,NA,1,0,0,0,0,0,0,0,NA,0.000518625078257173,NA,1303.75526071328,49518,64571473920,0.0156169468536973,0,4.6828,4.6828,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"1399","Japan",740,1911,20,1,0,20.35,20.35,8.5,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,17.99,2.77,NA,1,0,0,0,0,0,0,0,NA,0.000509364355821162,NA,1355.57801453749,50215,68091539456,0.0545142516493797,0,3.30047,3.30047,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"1426","Japan",740,1912,20,1,0,20.35,20.35,8.5,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,17.91,2.83,NA,1,0,0,0,0,0,0,0,NA,0.000693610578309745,NA,1384.08260536699,50941,70502342656,0.0354053266346455,0,3.23837,3.23837,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"1445","Japan",740,1913,20,1,0,22,22,8.5,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,17.45,2.73,NA,1,0,0,0,0,0,0,0,NA,0.000718818395398557,NA,1386.68911596222,51672,71669063680,0.0165486838668585,0,3.31737,3.31737,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"1464","Japan",740,1914,20,1,0,22,22,8.5,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,18.55,2.92,NA,1,0,0,1,0,0,0,1,NA,0.000744339951779693,NA,1326.50221390946,52396,69529493504,-0.029853468760848,1,3.34107,3.34107,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"1466","Japan",740,1915,20,1,0,22,22,9.5,NA,NA,0,0,0,0,-10,0,0,1,0,0,0,0,0,NA,19.6,3.7,NA,1,0,0,0,0,0,0,0,NA,0.000748019781894982,NA,1429.71500640012,53124,75967315968,0.0925912484526634,0,3.21178,3.21178,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"1486","Japan",740,1916,21,1,0,22,22,9.5,NA,NA,0,0,0,0,-9,0,0,1,0,0,0,0,0,NA,19.52,4.38,NA,1,0,0,0,0,0,0,0,NA,0.00108019774779677,NA,1629.71795967667,53815,87718453248,0.154686748981476,0,2.93104,2.93104,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"1505","Japan",740,1917,21,1,0,22,22,9.5,NA,NA,0,0,0,0,-8,0,0,1,0,0,0,0,0,NA,18.68,4.31,NA,1,1,0,1,0,0,1,1,NA,0.00180105643812567,NA,1665.06319231405,54437,90637606912,0.0332786738872528,0,2.89572,2.89572,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"1534","Japan",740,1918,21,1,0,30,30,9.5,NA,NA,0,0,0,0,-7,0,0,1,0,0,0,0,0,NA,16.62,3.68,NA,1,1,0,0,0,0,1,1,NA,0.00285911583341658,NA,1668.41332944649,54886,91549851648,0.0100647490471601,0,2.94535,2.94535,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"1550","Japan",740,1919,21,1,0,30,30,9.5,NA,NA,0,0,0,0,-6,0,0,1,1,0,0,0,0,NA,15.25,3.12,NA,1,1,0,0,0,0,1,1,NA,0.0031910038087517,NA,1827.21439559843,55253,100947230720,0.102647669613361,0,2.89782,2.89782,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"1555","Japan",740,1920,21,1,0,36,36,9.5,NA,NA,0,0,0,0,-5,0,0,1,1,0,0,0,0,NA,17.09,3.23,NA,1,0,0,0,0,0,1,1,NA,0.00342911994084716,NA,1695.75429073059,55818,94667325440,-0.0622097812592983,1,3.12531,3.12531,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"1584","Japan",740,1921,22,1,0,36,36,9.5,NA,NA,0,0,0,0,-4,0,0,1,1,0,0,0,0,NA,18.48,3.15,NA,1,0,0,0,0,0,0,0,NA,0.00202526687644422,NA,1859.50253142149,56490,105071403008,0.109901465475559,0,3.50867,3.50867,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"1592","Japan",740,1922,22,1,0,36,36,9.5,NA,NA,0,0,0,0,-3,0,0,1,1,0,0,0,0,NA,19.55,3.4,NA,1,0,0,0,0,0,0,0,NA,0.00226405984722078,NA,1831.12248072856,57209,104749678592,-0.00306195975281298,1,3.0418,3.0418,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"1613","Japan",740,1923,22,1,0,36,36,9.5,NA,NA,0,0,0,0,-2,0,0,1,1,0,0,0,0,NA,19.72,3.37,NA,1,0,0,1,0,0,0,1,NA,0.00235413457266986,NA,1809.35048414657,57937,104808030208,0.000557057734113187,0,3.19686,3.19686,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"1633","Japan",740,1924,22,1,0,36,36,9.5,NA,NA,0,0,0,0,-1,0,0,1,1,0,0,0,0,NA,19.72,3.43,NA,1,0,1,0,0,0,0,1,NA,0.00238542887382209,NA,1836.3172136455,58686,107747500032,0.028046227991581,0,3.31215,3.31215,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"1650","Japan",740,1925,22,1,0,36,36,9.5,NA,NA,0,0,0,1,0,0,0,1,1,1,1,0,0,NA,18.32,3.16,NA,1,0,0,0,0,0,0,0,NA,0.00247788778506219,NA,1885.16175531736,59522,112198967296,0.0413138791918755,0,2.76606,2.76606,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"1679","Japan",740,1926,23,1,0,36,36,18,NA,NA,0,0,0,1,1,0,0,1,1,1,1,0,0,NA,18.55,3.38,NA,1,0,0,0,0,0,0,0,NA,0.00261641736142337,NA,1871.57778145148,60490,113237278720,0.00925419759005308,0,2.67668,2.67668,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"1689","Japan",740,1927,23,1,0,36,36,18,NA,NA,0,0,0,1,2,0,0,1,1,1,1,0,0,NA,17.89,3.22,NA,1,0,0,1,0,0,0,1,NA,0.00265753362327814,NA,1869.7665472896,61430,114874097664,0.0144547708332539,0,2.7877,2.7877,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"1707","Japan",740,1928,23,1,0,36,36,18,NA,NA,0,0,0,1,3,0,0,1,1,1,1,0,0,NA,18.51,3.37,NA,1,0,0,1,0,0,0,1,NA,0.00240296893753111,NA,1992.37186703228,62361,124223111168,0.0813848674297333,0,2.70871,2.70871,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"1725","Japan",740,1929,23,1,0,36,36,18,NA,NA,0,0,0,1,4,0,0,1,1,1,1,0,0,NA,18.35,3.33,NA,1,0,0,0,0,0,1,1,NA,0.00239601079374552,NA,2025.73467838846,63244,128132341760,0.0314694307744503,0,2.79811,2.79811,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"1744","Japan",740,1930,23,1,0,36,36,18,NA,NA,0,0,0,1,5,0,0,1,1,1,1,0,0,NA,16.78,2.95,NA,1,0,0,0,0,0,1,1,NA,0.00150241935625672,NA,1850.39132127782,64203,118775554048,-0.0730243995785713,1,3.07653,3.07653,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"1778","Japan",740,1931,24,1,0,36,36,18,NA,NA,0,0,0,1,6,0,0,1,1,1,1,0,0,NA,17.38,2.92,NA,1,0,0,0,0,0,0,0,NA,0.00142483052331954,NA,1837.34094011195,65205,119781588992,0.00847005099058151,0,3.03594,3.03594,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
"1779","Japan",740,1932,24,1,0,36,36,18,NA,NA,0,0,0,1,7,0,0,1,1,1,1,0,0,NA,17.56,3.03,NA,1,0,1,0,0,0,0,1,NA,0.000782085815444589,NA,1961.58328423152,66189,129862819840,0.0841634422540665,0,3.59503,3.59503,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
"1800","Japan",740,1933,24,1,0,36,36,18,NA,NA,0,0,0,1,8,0,0,1,1,1,1,0,0,NA,18.28,3.4,NA,1,0,0,0,0,0,0,0,NA,0.000822035886812955,NA,2122.43562263702,67182,142560198656,0.0977753177285194,0,3.82447,3.82447,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
"1818","Japan",740,1934,24,1,0,36,36,18,NA,NA,0,0,0,1,9,0,0,1,1,1,1,0,0,NA,18.96,3.49,NA,1,0,0,0,0,0,0,0,NA,0.00123241660185158,NA,2098.34163606991,68090,142852816896,0.00205259420908988,0,3.98035,3.98035,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
"1854","Japan",740,1935,24,1,0,36,36,18,NA,NA,0,0,0,1,10,0,0,1,1,1,1,0,0,NA,18.74,3.49,NA,1,0,0,0,0,0,0,0,NA,0.00101960205938667,NA,2120.46848551374,69238,146784567296,0.027523085474968,0,3.73491,3.73491,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
"1859","Japan",740,1936,25,1,0,65.8,65.8,18,NA,NA,0,0,0,1,NA,0,0,1,1,1,1,0,0,NA,18.68,3.57,NA,1,0,0,0,0,0,0,0,NA,0.00141618738416582,NA,2244.4213991535,70171,157463724032,0.0727539509534836,0,5.08202,5.08202,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"1880","Japan",740,1937,25,1,0,70,70,76,NA,NA,0,0,0,1,NA,0,0,1,1,1,1,0,0,NA,19.26,3.8,NA,1,0,0,0,0,0,0,0,NA,0.00174533645622432,NA,2315.11629114173,71278,165008572416,0.0479148365557194,0,4.63801,4.63801,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"1906","Japan",740,1938,25,1,0,50,50,38,NA,NA,0,0,0,1,NA,0,0,1,1,1,1,0,0,NA,19.92,3.81,NA,1,0,0,0,0,0,0,0,NA,0.00101127056404948,NA,2449.2747673173,71879,176031678464,0.0668032318353653,0,5.34841,5.34841,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"1918","Japan",740,1939,25,1,0,50,50,38,NA,NA,0,0,0,1,NA,0,0,1,1,1,1,0,0,NA,17.95,3.1,NA,1,0,1,0,0,0,0,1,NA,0.00129148084670305,NA,2816.05676855895,72364,203777015808,0.157615587115288,0,3.8213,3.8213,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"926","Netherlands",210,1880,13,1,0,0,NA,1,NA,NA,0,0,0,0,NA,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0.520833313465118,0.0032505695708096,NA,2927,4043,11833861120,0.0721763223409653,0,9.80986,9.80986,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
