price,age,bathroom,bedroom,buyage,chnone,dholborn,floorm2,prkspace,chtgas,chtelec,phouse
215000.1,121,1,2,26,0,3.266791,78,0,1,0,0
160000,71,3,3,31,0,13.56746,98,0,1,0,1
276999.9,71,1,4,63,0,14.04924,178,0,1,0,1
128000,6,1,2,66,0,13.16627,63,1,0,1,0
240000,66,1,3,43,0,13.86517,118,0,1,0,1
85000.01,101,1,3,74,0,3.797882,88,0,1,0,1
129950,131,1,2,51,0,3.549266,70,0,1,0,0
260000.1,141,1,3,31,0,3.759633,100,0,1,0,1
129950,101,1,2,35,0,7.682512,70,0,1,0,0
138000,101,1,3,34,0,7.95408,87,0,1,0,1
68000.01,101,1,1,31,1,7.941586,60,0,0,0,0
129950,101,1,2,34,0,8.019701,91,0,1,0,1
137000,101,1,2,31,0,7.737293,96,0,1,0,1
289999.9,101,1,3,51,0,5.817233,121,0,1,0,1
245000.1,111,1,2,30,0,5.226633,84,1,0,1,0
190000,101,1,2,30,0,5.862656,104,0,1,0,0
124950,111,1,2,37,0,5.799596,56,0,1,0,0
130000,101,1,2,26,0,7.041834,126,0,1,0,1
110000,101,1,2,43,0,5.740705,50,0,1,0,0
121500,6,1,1,25,0,5.714958,51,0,1,0,0
247999.9,131,2,2,31,0,4.974106,181,0,1,0,1
129950,101,1,1,31,0,4.674741,52,0,1,0,0
139000,111,1,1,28,0,4.628057,42,0,1,0,0
132000,21,1,3,29,0,2.208308,106,0,1,0,0
164000,101,1,3,32,0,8.519759,140,0,1,0,1
83000.03,101,1,2,32,0,8.935682,67,0,1,0,0
124000,71,1,3,24,0,9.978042,105,0,1,0,1
384999.8,141,1,2,33,0,2.694779,130,0,1,0,1
360000.1,71,2,2,29,0,1.987285,110,1,1,0,0
62995.01,81,1,1,79,0,10.70452,48,0,1,0,0
113000,101,1,2,39,0,11.46358,98,0,1,0,1
649950.3,151,3,4,38,0,2.3323,225,0,1,0,1
577499.8,171,2,4,33,0,2.355104,160,0,1,0,1
155000,36,1,2,34,0,2.826536,85,0,1,0,0
125000,31,1,3,39,0,6.693792,107,0,1,0,0
120000,111,1,2,48,0,6.631928,59,0,1,0,0
276000,111,2,3,49,0,6.21186,124,0,1,0,1
179999.9,106,1,2,35,0,6.03301,83,0,1,0,0
118000,31,1,2,28,0,6.086194,73,0,1,0,0
121000,31,1,1,50,0,5.975962,37,0,1,0,0
116000,25,1,2,24,0,6.747235,66,0,1,0,0
137000,111,1,1,28,0,6.172204,51,0,1,0,0
160000,41,1,2,26,0,2.88549,88,0,1,0,0
144000,121,1,1,28,0,13.80638,76,0,1,0,1
213000.1,71,1,3,48,0,13.98226,112,0,1,0,1
122500,101,1,2,27,0,13.84547,80,0,1,0,0
108000,71,1,2,41,0,12.9701,68,0,1,0,0
145000,71,1,2,32,0,13.78689,75,0,1,0,0
335000,72,1,3,35,0,10.42062,150,0,1,0,1
140000,101,1,3,51,0,14.49764,93,0,1,0,0
630000.3,71,3,5,36,0,14.34535,232,0,1,0,1
132500,91,1,2,28,0,14.0868,76,1,1,0,0
121000,3,1,2,26,0,14.9509,55,1,0,1,0
335000,71,2,4,38,0,13.87426,145,0,1,0,1
160000,71,1,3,37,0,12.6166,84,0,1,0,1
217500,66,1,3,29,0,13.00077,116,1,1,0,1
249995,101,1,3,29,0,12.62521,128,0,1,0,1
132000,101,1,1,30,0,12.69262,55,0,1,0,0
155000,43,1,2,28,0,13.3755,64,0,1,0,0
142000,101,1,1,34,0,13.29427,55,1,1,0,0
107500,81,1,2,30,0,9.595343,75,0,1,0,0
102878,96,1,3,23,0,9.267787,70,0,1,0,0
102000,101,1,2,25,0,8.960431,66,0,1,0,0
178000,101,1,2,27,0,9.972525,81,0,1,0,0
235999.9,101,1,3,34,0,9.734094,122,0,1,0,1
407500,91,2,5,43,0,10.1304,175,0,1,0,1
132000,101,1,2,35,0,10.72578,72,0,1,0,0
130000,5,1,2,37,0,11.0537,56,0,0,1,0
364999.9,101,1,6,38,0,10.15585,175,0,1,0,1
118000,111,1,1,28,1,9.924553,55,0,0,0,0
137000,11,1,2,26,0,12.56554,73,0,1,0,0
249000,71,1,3,49,0,12.75319,126,0,1,0,1
168000,71,1,3,27,0,11.90809,90,0,1,0,0
110000,101,1,2,32,0,7.215478,78,0,0,1,0
79999.97,101,1,1,39,0,6.899197,62,0,1,0,0
130000,101,1,3,32,0,7.525894,85,0,1,0,0
199999.1,106,2,2,32,0,5.634697,100,0,1,0,0
167000,21,2,2,27,0,5.619417,73,1,1,0,0
150000,111,1,2,26,0,6.100832,61,0,1,0,0
135000,106,1,1,27,0,5.233025,55,0,1,0,0
159950,121,1,2,29,0,6.60349,97,0,1,0,0
245000.1,106,2,2,31,0,6.472017,176,1,1,0,1
122000,21,1,1,31,0,6.684366,57,1,1,0,0
150000,111,1,2,29,0,6.514512,80,0,1,0,0
354999.9,101,2,4,44,0,6.496964,175,0,1,0,1
350000.2,91,2,3,39,0,7.151246,179,0,1,0,0
163000.1,101,1,2,31,0,6.506806,60,0,1,0,0
330000.1,111,1,4,33,0,6.781463,152,0,1,0,1
240000,111,1,2,59,0,4.821911,110,0,1,0,0
179999.9,141,1,1,32,0,4.251517,52,0,1,0,0
249500.1,116,1,2,35,0,3.982133,93,0,1,0,0
139949.9,121,1,1,31,0,4.004839,76,0,1,0,0
167000,111,1,1,26,0,4.658931,59,0,1,0,0
135000,111,1,1,25,0,4.658931,50,0,1,0,0
205000,111,1,2,33,0,4.555084,97,0,1,0,0
215000.1,101,1,1,28,0,8.206618,85,1,1,0,0
185000,111,1,2,30,0,8.392914,65,0,1,0,0
147000,111,1,1,34,0,7.506849,44,0,1,0,0
165000,71,1,2,46,1,7.490913,62,0,0,0,0
176500.1,51,1,2,33,0,7.39697,75,0,1,0,0
189500,101,1,2,38,0,7.508334,74,0,1,0,0
425000.1,76,1,3,35,0,8.133396,130,0,1,0,1
240000,121,1,2,27,0,8.198237,87,0,1,0,0
363500,111,1,3,33,0,7.805195,118,0,1,0,1
104130,81,1,1,33,0,7.173458,30,1,1,0,0
195000,111,1,1,32,0,5.623795,60,0,1,0,0
560000,101,1,4,41,0,4.907198,192,0,1,0,1
120000,111,1,2,30,0,5.007394,54,0,1,0,0
122000,111,1,1,27,0,5.732536,50,0,1,0,0
145000,101,1,1,29,0,5.54809,48,0,1,0,0
223000,111,1,3,35,0,5.780807,95,0,1,0,0
221500,111,1,3,35,0,5.780807,95,0,1,0,0
169999.9,121,1,2,26,0,4.940012,62,0,1,0,0
102000,11,1,1,48,0,3.906756,41,0,0,1,0
110000,101,1,2,25,0,7.705941,72,0,1,0,0
116000,101,1,2,28,0,7.676549,62,0,1,0,0
229995,101,2,4,42,0,7.779058,143,0,1,0,1
219995,101,1,3,28,0,8.462172,98,0,1,0,1
160000,101,1,2,28,0,8.267203,60,0,1,0,0
524999.8,96,2,5,38,0,8.91712,225,0,1,0,1
174000,101,1,3,29,0,8.443578,83,0,1,0,0
175000,101,1,2,30,0,8.693666,79,0,1,0,0
176000,101,1,2,38,0,8.693666,70,0,1,0,0
370000.1,91,1,3,50,0,8.696119,141,0,1,0,1
162000,31,1,2,31,0,7.567933,72,1,1,0,0
113000,51,1,1,56,0,7.544536,45,0,1,0,0
269999.9,101,1,1,31,0,7.771925,91,0,1,0,0
235000.1,101,1,2,39,0,7.684318,77,0,1,0,0
340000,101,1,3,48,1,8.344053,144,0,0,0,1
132000,101,1,1,28,0,7.88348,66,0,1,0,0
122000,101,1,1,37,1,7.449797,60,0,0,0,0
154000,61,1,2,31,0,7.449797,62,0,1,0,0
154000,61,1,2,31,0,7.449797,62,0,1,0,0
169999.9,101,1,2,31,0,7.905623,76,0,1,0,0
360000.1,31,1,3,48,0,7.46741,250,1,1,0,1
312000.1,101,1,3,44,0,7.604039,119,0,1,0,1
200000,101,2,2,39,0,7.336051,83,0,1,0,0
162000,101,1,1,32,0,7.336051,70,0,1,0,0
225100,101,1,2,29,0,7.349075,83,0,1,0,0
145000,111,1,1,31,0,7.402798,70,0,1,0,0
215000.1,91,1,2,30,0,7.849065,93,0,1,0,0
128000,102,1,1,46,0,7.459258,58,0,1,0,0
155000,71,1,3,29,0,11.95273,116,1,1,0,1
115000,101,1,3,23,0,13.28681,95,0,1,0,1
140000,71,1,3,40,0,14.37173,117,1,1,0,1
128000,101,1,3,45,0,14.36281,77,0,1,0,1
66999.99,101,1,1,34,0,13.38989,51,0,1,0,0
105000,101,1,2,45,0,13.16325,105,0,1,0,1
68000.01,16,1,1,33,0,13.14363,31,1,0,1,0
120000,101,1,3,55,0,11.30704,89,0,1,0,0
364999.9,101,1,3,31,0,9.636662,148,0,1,0,1
169000,91,1,2,29,0,10.0003,56,0,1,0,0
224999.9,91,1,3,37,0,9.963183,117,0,1,0,1
103500,101,1,1,27,0,11.49637,48,0,1,0,0
115000,17,1,1,30,0,13.52403,55,1,1,0,0
75000.02,16,1,1,23,0,13.64126,33,1,0,1,0
91749.99,101,1,1,31,0,11.87071,55,0,1,0,0
113000,101,1,2,32,0,11.83913,76,0,1,0,0
166000,91,1,3,38,0,11.62029,124,0,1,0,1
340000,121,1,3,26,0,4.632516,88,0,1,0,1
210000,20,1,2,28,0,9.439763,88,1,1,0,0
125000,20,1,1,31,0,4.061909,42,1,0,1,0
140000,141,1,1,27,1,4.042501,58,0,0,0,0
112000,31,1,1,30,0,3.871797,51,0,1,0,0
110000,31,1,1,32,0,4.231275,53,0,1,0,0
469999.9,101,2,3,50,0,5.049794,150,0,1,0,0
330000.1,71,1,3,19,0,5.297706,108,0,1,0,0
135000,71,1,1,43,0,5.297706,34,0,1,0,0
212000,12,1,1,43,0,4.335903,58,1,1,0,0
245000.1,141,1,1,30,0,4.52277,76,0,1,0,0
215000.1,66,1,3,35,0,10.55454,111,0,1,0,1
99999.97,66,1,1,29,0,10.35768,50,0,1,0,0
526999.8,101,1,4,35,0,9.048965,185,0,1,0,1
168000,89,1,2,31,0,10.68155,70,0,1,0,0
162000,121,1,2,31,1,10.28683,77,0,0,0,0
237500,111,1,3,30,0,10.494,133,0,1,0,1
129000,101,1,1,26,0,10.07438,72,0,1,0,0
168000,121,1,2,30,0,10.36879,73,0,1,0,0
116000,71,1,2,42,0,12.18191,58,0,1,0,0
137000,41,1,2,28,0,6.021091,70,0,1,0,0
195000,121,1,2,34,0,6.876719,66,0,1,0,0
205999.9,121,1,2,34,0,6.876719,66,0,1,0,0
150000,121,1,1,32,1,6.834481,44,0,0,0,0
250000,101,1,2,27,0,5.835598,67,0,1,0,0
285000,131,1,2,31,0,6.44617,72,0,1,0,0
350000.2,101,2,3,27,0,6.623707,107,0,1,0,0
105000,71,1,1,35,1,6.550507,34,0,0,0,0
220000,131,1,1,34,0,7.078769,50,0,1,0,0
212000,12,2,2,74,0,12.68813,88,0,1,0,0
183000.1,101,2,4,28,0,12.1882,108,0,1,0,0
150000,71,1,2,58,0,12.41996,80,0,1,0,0
150000,71,1,2,26,0,11.82981,81,0,1,0,0
322500.2,16,2,4,31,0,12.58001,208,0,1,0,1
299950,96,1,3,46,0,6.464903,130,0,1,0,0
269999.9,71,1,3,57,0,6.736606,90,0,1,0,0
115000,19,1,1,26,0,6.087671,45,0,1,0,0
136000,71,1,1,29,0,5.019847,50,0,1,0,0
265000,111,1,3,44,0,5.304286,109,0,1,0,0
249950,111,1,3,27,0,5.888389,101,0,1,0,0
150000,101,1,1,31,0,8.325225,40,0,0,1,0
384999.8,101,2,3,39,0,8.169009,150,0,1,0,0
485000.2,101,2,3,33,0,8.19039,165,0,1,0,1
268000,91,1,2,40,0,8.433171,72,0,1,0,0
205000,111,1,2,27,0,8.284596,83,0,1,0,0
249899.9,111,1,2,26,0,8.826859,84,0,1,0,0
417000.1,121,2,3,27,0,8.14638,140,0,1,0,0
249950,101,1,2,29,0,7.436029,70,0,1,0,0
195950,111,1,2,33,0,8.013483,68,0,1,0,0
199950.1,111,1,2,32,0,8.077302,103,0,1,0,0
182500.1,111,1,2,48,0,9.243455,92,0,1,0,0
428000.2,101,1,3,34,0,8.677806,146,0,1,0,1
199950.1,101,1,2,25,0,8.624648,106,0,1,0,0
185000,101,1,2,33,0,8.267776,57,0,1,0,0
325000.1,36,2,4,39,0,9.315848,50,0,1,0,1
249950,91,1,2,42,0,9.035192,98,1,1,0,0
153000,111,1,1,34,0,8.183979,64,0,1,0,0
145000,101,1,1,23,0,9.336024,60,0,1,0,0
169999.9,62,1,3,30,0,15.4913,112,1,1,0,1
210000,9,1,2,25,0,16.02892,71,1,1,0,0
275000.1,66,1,3,30,0,16.3751,112,0,1,0,1
275000.1,66,1,3,30,0,16.3751,112,0,1,0,1
325000.1,26,2,2,31,1,6.540733,95,0,0,0,0
370000.1,36,1,2,25,0,6.540733,90,0,1,0,0
302999.8,71,1,1,31,1,5.604929,74,0,0,0,0
115000,71,1,2,37,0,14.46254,68,0,1,0,0
102500,11,1,2,33,0,14.61485,41,1,0,1,0
104000,71,1,1,30,1,14.59308,50,1,0,0,1
142000,11,1,2,27,0,14.35978,82,1,1,0,1
162000,66,1,3,42,0,13.46422,120,0,1,0,1
85999.99,11,1,1,24,0,13.48187,39,1,0,1,0
80500.03,66,1,1,57,1,13.73122,62,0,0,0,0
169999.9,66,1,3,37,0,12.35278,85,1,1,0,1
182000,71,1,3,46,0,12.48359,116,0,1,0,1
127000,12,1,4,28,0,13.66294,67,1,1,0,1
148000,11,1,3,29,0,13.5473,88,1,1,0,1
97999.98,11,1,1,39,0,13.5473,54,1,1,0,1
186000,71,1,3,28,0,13.66192,117,0,1,0,1
160000,66,1,3,41,0,13.9936,102,0,1,0,1
220000,66,1,3,62,0,15.02244,120,0,1,0,1
103000,71,1,3,27,0,17.73941,84,1,1,0,1
85999.99,91,1,4,36,1,18.10848,110,0,0,0,1
112000,51,1,3,37,0,18.42634,84,0,0,1,1
55000.01,51,1,2,43,1,18.65889,63,0,0,0,0
55000.01,51,1,2,43,1,18.65889,63,0,0,0,0
90999.96,71,1,3,39,0,17.42731,108,0,1,0,1
86999.96,71,1,3,26,0,17.22929,94,1,1,0,1
91999.97,71,1,2,25,0,17.10588,93,0,1,0,1
72499.97,71,1,2,46,0,16.81722,91,0,1,0,1
114000,66,1,3,38,0,20.83148,100,1,1,0,1
138000,71,1,3,42,0,21.0111,106,1,1,0,1
133500,71,1,3,30,1,21.74052,101,0,0,0,1
66500.02,31,1,2,41,0,22.18565,74,0,0,1,0
125000,66,1,3,29,0,22.17272,90,0,1,0,1
112500,71,1,3,36,0,23.06246,85,0,1,0,1
120000,71,1,3,31,0,23.43982,86,0,1,0,1
97000.04,31,1,3,48,1,23.55394,125,0,0,0,1
210000,104,2,3,39,0,23.16995,161,0,1,0,1
138000,41,1,3,55,0,21.50806,88,1,1,0,1
127500,71,1,3,33,0,21.75858,98,0,1,0,1
150000,51,1,3,50,0,20.23257,120,1,1,0,1
137750,71,1,3,29,0,20.20567,96,1,1,0,1
103000,71,1,3,40,0,20.78883,82,1,1,0,1
105000,63,1,3,30,0,20.62028,103,0,1,0,1
79995.02,7,1,1,26,0,21.9506,50,1,0,1,0
134995,16,1,3,52,0,21.02738,87,0,1,0,1
54500.02,12,1,1,25,1,20.0037,35,0,0,0,0
114995,111,1,2,53,0,20.38127,100,0,1,0,1
108500,101,1,2,43,0,20.40654,89,0,1,0,1
111000,111,1,3,25,0,20.58788,93,1,1,0,1
179999.9,101,1,3,31,0,20.98325,139,1,1,0,1
123000,46,1,3,29,0,19.10366,94,0,1,0,1
75000.02,41,1,2,23,0,20.11905,84,0,1,0,0
140000,51,1,3,45,0,19.70091,110,0,1,0,1
140000,51,1,3,45,0,19.70091,110,0,1,0,1
120000,46,1,3,44,0,19.38903,91,0,1,0,1
115000,66,1,3,54,0,19.39223,96,1,1,0,1
99000.02,71,1,2,25,0,18.43397,79,0,1,0,1
91499.99,66,1,3,42,0,20.02027,81,0,1,0,1
114995,37,1,3,25,0,20.46342,88,1,1,0,1
108000,22,1,3,42,0,21.01728,101,0,1,0,1
75000.02,36,1,2,36,0,21.04734,77,0,1,0,0
138000,26,1,3,59,0,21.25116,115,0,1,0,1
85000.01,111,1,2,24,0,19.83353,80,0,1,0,1
135000,91,1,3,35,0,20.62532,118,1,1,0,1
280000.1,53,1,3,37,0,24.6621,132,0,1,0,1
160000,32,1,3,59,0,25.60468,114,0,1,0,1
94999.96,51,1,2,25,1,25.94553,80,0,0,0,1
159500,44,1,3,27,0,25.07399,107,0,1,0,1
172000.1,61,1,4,29,0,25.16422,132,0,1,0,1
249995,46,2,3,55,0,23.69189,120,0,1,0,1
92999.96,71,1,2,32,1,23.21956,75,0,0,0,0
112500,66,1,3,28,0,23.13659,92,0,1,0,1
215999.9,55,1,3,36,0,24.39136,146,0,1,0,1
170999.9,76,1,3,34,0,24.54282,103,1,1,0,1
115000,46,1,3,32,0,21.19472,88,0,1,0,1
158500,63,1,3,35,0,20.69759,94,1,1,0,1
128500,66,1,3,30,0,19.80754,90,1,1,0,1
245000.1,71,1,3,27,0,22.00843,100,0,1,0,1
125000,66,1,3,30,0,22.89047,100,1,1,0,1
113000,31,1,2,37,0,24.14821,108,1,1,0,1
139000,51,1,3,49,0,24.40446,108,0,1,0,1
118000,6,1,2,24,0,23.35548,68,1,1,0,1
73749.98,9,1,1,38,0,23.31089,55,1,0,1,0
125000,11,1,3,34,0,23.31089,101,0,1,0,1
67499.98,41,1,2,40,0,22.72683,90,0,1,0,0
110000,22,1,3,29,0,22.48871,95,0,1,0,1
107995,46,1,3,30,0,22.67393,103,1,1,0,1
78000.02,46,1,2,26,0,23.5944,79,1,1,0,1
86994.98,46,1,3,30,0,23.57766,90,0,1,0,1
86999.96,46,1,3,24,0,23.57766,90,0,1,0,1
115000,26,1,3,27,0,22.9279,95,0,1,0,1
80999.98,51,1,3,36,1,23.52924,105,0,0,0,1
79999.97,51,1,3,36,1,23.52924,105,0,0,0,1
83499.97,46,1,2,32,0,23.6639,81,1,0,1,1
120000,51,1,3,39,0,23.84185,118,0,1,0,1
91999.97,46,1,3,31,0,25.11875,100,0,1,0,1
75000.02,46,1,2,22,1,24.15193,85,0,0,0,1
57500.01,31,1,2,31,0,19.91492,84,0,1,0,0
93999.98,31,1,3,37,0,19.80268,101,0,1,0,1
107000,41,1,3,53,0,20.1943,87,0,1,0,1
99995.01,66,1,3,27,0,20.56963,80,1,1,0,1
123000,71,1,3,39,0,16.24241,113,0,1,0,1
74000.02,13,1,2,24,1,16.33032,55,1,0,0,0
77000.04,8,1,2,26,0,15.97779,54,1,1,0,0
110000,7,1,2,29,0,15.92381,77,1,1,0,1
72999.98,11,1,2,36,1,15.67553,60,0,0,0,0
86999.96,16,1,2,24,1,15.87666,58,0,0,0,1
65000.02,15,1,1,32,0,15.98168,47,1,1,0,0
119000,71,1,3,25,0,16.42384,101,0,1,0,1
141000,71,1,3,27,0,17.66565,96,0,1,0,1
131000,101,2,3,36,0,17.44883,130,1,1,0,1
114000,101,1,2,54,0,16.64067,85,0,1,0,1
118000,71,1,3,30,0,17.40009,79,1,1,0,1
130000,46,1,3,35,0,19.30534,99,0,1,0,1
63499.99,16,1,2,24,1,17.84001,70,0,0,0,0
111000,66,1,3,27,0,17.83864,102,1,1,0,1
92999.96,111,1,2,28,0,19.16157,91,0,1,0,1
99995.01,35,2,3,41,0,19.39881,129,0,1,0,1
135000,76,1,3,40,1,19.09217,114,1,0,0,1
94999.96,101,1,2,24,0,19.59765,80,0,1,0,1
110000,101,1,3,45,0,19.06982,102,0,1,0,1
55000.01,13,1,1,24,1,18.82597,46,0,0,0,0
99999.97,71,1,3,36,0,19.19699,100,1,1,0,1
99999.97,41,1,3,30,0,19.13419,88,0,1,0,1
115000,101,1,3,28,0,18.98738,107,0,1,0,1
119995,71,1,3,24,0,18.56445,90,0,1,0,1
55000.01,51,1,2,30,0,17.38909,80,0,0,1,0
99999.97,71,1,3,56,0,17.43847,100,0,1,0,1
90999.96,71,1,3,38,0,15.89888,91,0,1,0,1
118000,13,1,3,31,0,15.97481,98,0,1,0,1
109000,16,1,3,35,0,16.10356,80,1,1,0,1
75000.02,71,1,2,27,0,14.73123,74,0,1,0,1
75000.02,71,1,2,24,0,15.34291,74,0,1,0,1
81999.97,51,1,2,45,0,15.38442,110,1,1,0,1
86999.96,51,1,2,28,0,14.96471,88,1,1,0,1
77994.96,71,1,2,45,0,16.3656,85,0,1,0,1
81999.97,71,1,3,36,0,15.36326,78,0,1,0,1
59994.97,11,1,2,21,1,16.0735,53,1,0,0,0
269950,101,1,3,31,0,7.676516,118,0,1,0,1
215000.1,101,1,2,56,0,7.670698,100,0,1,0,1
210000,65,1,3,35,0,7.380271,91,0,1,0,0
115000,31,1,2,38,0,7.247146,70,1,1,0,1
179999.9,11,1,2,25,0,6.588581,55,0,1,0,0
105000,9,1,1,27,0,6.641239,45,1,1,0,0
425000.1,163,2,3,38,0,6.917193,160,0,1,0,1
370000.1,131,1,3,36,0,6.626087,143,0,1,0,1
368749.9,131,1,3,36,0,6.626087,143,0,1,0,1
237500,101,1,1,25,1,7.078005,85,0,0,0,0
165000,31,1,3,34,0,6.901606,98,0,1,0,1
245000.1,101,1,3,32,0,7.220226,127,0,1,0,1
154000,41,1,1,38,0,2.605235,46,1,1,0,0
220000,101,1,3,34,0,2.442686,106,0,1,0,0
82500.02,31,1,4,42,0,3.106434,90,0,1,0,0
74000.02,21,1,1,31,0,12.10426,50,1,1,0,0
111950,71,1,3,29,0,12.03889,93,0,1,0,1
107000,111,1,2,25,0,10.59815,58,1,1,0,0
81999.97,15,1,1,42,0,10.736,46,1,1,0,0
81999.97,16,1,1,29,0,10.736,46,1,1,0,0
109000,101,1,2,32,0,10.48428,85,1,1,0,0
130000,111,1,2,32,0,10.46582,100,0,1,0,1
97999.98,71,1,1,42,0,9.935534,58,0,1,0,0
187500,71,1,3,30,0,9.893634,115,0,1,0,1
113000,121,1,1,41,0,9.813749,70,0,1,0,0
120000,41,1,3,26,0,9.87818,95,0,1,0,1
60000.01,41,1,1,29,1,9.712622,65,0,0,0,0
215000.1,66,1,4,36,0,9.687231,152,0,1,0,1
126500,111,1,2,27,0,9.354972,60,0,1,0,0
112000,101,1,2,27,0,9.232621,71,0,1,0,0
155000,71,1,3,53,0,10.41983,101,0,1,0,1
99999.97,51,1,3,40,0,12.74605,96,0,1,0,1
112000,66,1,3,23,0,12.48383,97,1,1,0,1
117500,8,1,2,36,0,12.12277,71,1,1,0,1
87500.04,71,1,2,30,0,12.16074,60,0,1,0,0
240000,121,1,2,42,0,8.611763,106,0,1,0,0
92999.96,101,1,1,29,0,8.984043,50,0,1,0,0
145000,101,1,2,37,0,9.123937,97,0,1,0,1
84500.03,111,1,1,27,0,8.710038,54,0,1,0,0
120000,101,1,1,29,0,8.839611,64,0,1,0,0
250000,101,1,5,37,0,9.013603,131,0,1,0,1
250000,101,1,4,35,0,9.154431,125,0,1,0,1
127000,121,1,2,40,0,8.643425,61,1,1,0,0
122950,111,1,1,32,0,8.643425,56,1,1,0,0
70950.03,101,1,1,38,0,8.759082,47,1,1,0,0
105000,41,1,2,36,0,9.009549,76,0,1,0,0
99000.02,101,1,2,31,0,8.749365,73,0,1,0,0
112500,101,1,2,28,0,8.952221,71,0,1,0,0
158000,101,1,3,35,0,7.693252,128,0,1,0,1
187500,111,1,2,28,0,7.779532,63,0,1,0,0
160000,101,1,2,26,0,7.59112,90,0,1,0,0
112000,41,1,3,60,1,6.860019,90,0,0,0,1
247000,121,1,3,53,0,7.119512,144,0,1,0,1
142000,141,1,1,33,0,2.121104,47,0,1,0,0
99999.97,21,1,2,28,0,4.551379,73,1,1,0,1
165000,101,1,3,43,0,4.693052,127,0,1,0,1
113000,101,1,2,28,0,5.241033,65,0,1,0,1
104000,101,1,1,28,0,5.862184,37,0,1,0,0
137500,75,1,2,27,1,5.505119,75,0,0,0,0
115000,101,1,2,33,0,4.887146,73,0,1,0,0
132500,101,1,2,26,0,5.470965,70,0,1,0,0
126000.1,101,1,2,28,0,5.741362,56,0,1,0,0
97000.04,9,1,2,30,1,4.304197,60,0,0,0,0
88499.98,101,1,1,37,0,5.56282,52,0,1,0,0
75999.97,81,1,2,55,0,5.968249,83,0,1,0,0
150000,105,1,1,31,0,2.268339,56,1,1,0,0
102500,16,1,1,27,0,2.268339,53,1,0,1,0
79999.97,31,1,2,31,0,5.413746,85,0,0,1,0
95999.97,121,1,2,42,0,5.295051,97,1,1,0,0
74950.03,6,1,1,27,0,4.90451,61,0,1,0,0
167000,101,2,3,43,0,6.063488,146,0,1,0,1
85000.01,101,1,1,29,0,6.191506,73,0,1,0,0
119500,111,1,2,27,0,6.313494,73,0,1,0,0
138000,121,1,2,29,0,5.545919,90,0,1,0,0
138000,5,1,2,51,0,5.570043,65,0,1,0,0
103000,15,1,2,34,0,5.517314,76,1,1,0,1
155000,101,1,2,28,0,5.720992,125,0,1,0,1
289999.9,101,2,4,31,0,5.468738,149,0,1,0,1
230994.9,101,1,3,42,0,5.408373,140,0,1,0,1
250000,101,2,4,35,0,5.635934,165,0,1,0,1
148610,101,1,2,27,0,5.740854,81,0,1,0,0
111500,11,1,2,30,0,5.525438,78,1,1,0,0
59950.02,66,1,3,29,0,5.489119,106,1,1,0,1
90000.02,21,1,1,28,1,2.861197,41,1,0,0,0
85000.01,11,1,1,32,0,3.416842,54,1,0,1,0
86999.96,7,1,1,24,0,3.379194,40,1,0,1,0
165000,5,1,3,31,0,3.480935,74,1,1,0,1
94999.96,41,1,2,37,0,2.433398,58,0,1,0,0
73500.02,41,1,1,38,0,2.663453,53,0,1,0,0
245000.1,101,2,2,28,0,2.680781,100,0,1,0,0
130000,101,1,1,30,0,2.779085,53,0,1,0,0
117000,15,1,1,31,0,3.06574,52,1,0,1,0
115000,101,1,1,40,0,2.757814,57,0,1,0,0
122500,71,1,1,30,0,3.260459,55,0,1,0,0
250000,81,1,1,38,0,2.25908,50,1,0,1,0
158500,31,1,3,56,0,2.062674,75,0,1,0,0
89995.04,101,1,2,30,0,12.4523,89,0,1,0,1
87500.04,71,1,2,35,0,13.01643,92,0,1,0,1
49000.01,101,1,1,19,1,13.21853,61,0,0,0,0
63000,101,1,1,27,0,13.37861,51,0,1,0,0
95995.02,101,1,2,30,0,12.90962,93,0,1,0,1
92999.96,101,1,3,24,0,12.86174,98,0,1,0,1
103500,101,1,2,34,0,12.78546,111,0,1,0,1
59500,101,1,1,53,1,12.60118,71,0,0,0,0
91999.97,101,1,2,32,0,13.09855,89,0,1,0,1
113000,71,1,3,29,0,13.22927,102,0,1,0,1
87500.04,101,1,2,29,0,13.25236,107,0,1,0,1
112995,91,1,3,36,0,12.92706,107,0,1,0,1
89599.99,31,1,2,25,0,11.98139,65,0,1,0,0
126000.1,91,1,2,49,0,11.36501,102,0,1,0,1
165000,16,1,3,47,0,11.35219,117,1,1,0,1
110000,141,1,1,39,0,10.90587,48,1,1,0,0
103000,101,1,3,31,0,11.58438,100,0,1,0,1
69995.02,9,1,2,30,0,11.6542,78,1,1,0,0
81999.97,31,1,2,29,0,11.74075,90,0,1,0,1
63000,101,1,2,29,0,12.07994,75,0,1,0,0
170999.9,111,1,3,31,0,10.41775,152,1,1,0,0
120000,101,1,2,25,0,10.48413,92,1,1,0,0
128000,71,1,3,31,0,10.00105,85,0,1,0,1
110000,101,1,2,28,0,9.887881,97,0,1,0,0
97999.98,41,1,2,33,0,9.781063,85,0,1,0,0
203999.9,36,1,4,56,0,9.768987,147,0,1,0,1
137500,101,1,2,32,0,10.81099,58,1,1,0,0
115000,31,1,2,25,0,11.56509,78,0,1,0,0
105000,16,1,2,33,0,11.84756,55,1,0,1,0
92500.02,151,1,1,31,0,10.7479,48,0,1,0,0
