price,age,bathroom,bedroom,buyage,chnone,dholborn,floorm2,prkspace,chtgas,chtelec,phouse
158000,71,1,3,39,0,14.43291,79,0,1,0,1
158000,71,1,3,39,0,14.43291,79,0,1,0,1
148999.9,71,1,3,26,0,14.43976,94,0,1,0,1
115000,49,1,3,37,0,15.5019,83,0,1,0,1
152500.1,71,1,3,27,0,13.2733,86,0,1,0,1
159000,71,1,3,38,1,13.20032,106,0,0,0,1
148000,71,1,3,45,0,13.22244,109,0,1,0,1
145000,71,2,3,38,0,12.91573,96,0,0,1,1
91499.99,41,1,2,29,0,12.14486,70,0,1,0,0
132000,31,1,4,38,0,11.6036,138,0,1,0,1
179000.1,101,1,3,51,0,12.36247,115,0,1,0,1
99999.97,86,1,3,25,0,12.0003,97,0,1,0,1
160000,81,2,3,38,0,12.42948,118,0,1,0,1
120000,101,1,3,32,0,11.68102,105,0,1,0,1
169999.9,66,1,3,45,0,13.10244,104,1,1,0,1
175000,101,1,3,41,0,5.530145,124,0,1,0,1
357999.9,101,2,6,41,0,5.513288,270,0,1,0,1
323999.9,91,2,3,36,0,5.675362,219,0,1,0,1
92994.99,126,1,1,32,0,5.251629,58,0,1,0,0
125000,111,1,2,29,0,5.236154,82,0,1,0,0
79999.97,10,1,1,29,1,6.474863,47,0,0,0,0
97000.04,101,1,2,32,0,9.437085,92,0,1,0,1
114995,101,1,3,39,0,9.508779,96,0,1,0,1
140000,96,1,4,26,0,10.66576,119,0,1,0,1
94999.96,101,1,2,26,0,10.7927,88,0,1,0,1
95995.02,101,1,2,40,0,9.640936,87,0,1,0,1
94999.96,101,1,2,46,0,9.39894,87,0,1,0,1
125000,101,1,3,35,0,9.566014,106,0,1,0,1
93994.95,71,1,2,26,0,9.853855,86,0,1,0,1
170999.9,16,1,4,29,0,9.821462,145,0,1,0,1
168000,14,2,4,42,0,9.821462,122,1,1,0,1
86500.02,16,1,2,27,0,10.11928,55,0,1,0,1
98500.05,11,1,2,57,1,9.999361,78,0,0,0,1
105000,16,1,2,35,0,9.89604,66,1,1,0,1
138000,16,2,4,40,0,9.419779,108,0,1,0,1
128000,12,2,3,36,0,10.05017,120,1,1,0,1
66500.02,51,1,2,49,0,10.48333,71,0,1,0,0
125000,71,1,3,41,0,10.69076,98,0,1,0,1
99999.97,41,1,3,35,0,10.85694,98,0,1,0,1
68000.01,46,1,2,42,0,9.435724,69,0,1,0,0
105000,101,1,3,54,0,8.459157,97,0,1,0,1
67499.98,26,1,2,27,0,8.181417,64,1,0,1,0
65000.02,131,1,1,31,0,8.811448,52,0,1,0,0
118000,131,1,2,26,0,4.498342,63,0,1,0,0
120000,101,1,1,33,0,4.521855,65,0,1,0,0
189000.1,101,2,3,32,0,4.438418,110,0,1,0,0
137000,121,1,1,29,0,4.117653,89,0,1,0,0
110000,51,1,2,28,0,3.505032,79,0,1,0,0
146000,131,1,2,37,0,3.54908,54,0,1,0,0
75499.99,41,1,2,32,0,4.740843,65,0,1,0,0
91999.97,42,1,2,28,1,4.072812,80,0,0,0,0
153000,3,2,2,29,0,4.102573,73,1,1,0,0
87825,101,1,1,35,0,3.54114,72,0,1,0,0
273500.1,101,1,2,33,0,3.59623,125,0,1,0,0
224999.9,19,1,2,44,0,1.472527,77,0,1,0,0
104000,91,1,1,31,0,1.765993,55,0,1,0,0
152000,41,1,1,39,0,1.57388,55,0,0,1,0
425000.1,111,2,2,38,0,1.451034,160,0,1,0,0
305000,121,2,2,29,0,1.730492,125,0,1,0,0
121500,11,1,2,43,0,14.16097,60,1,0,1,0
149500,101,1,2,23,0,15.06034,92,0,1,0,1
115000,71,1,1,32,0,14.00455,53,0,1,0,0
309999.9,91,1,5,44,0,14.539,178,0,1,0,1
160000,71,1,3,38,0,16.81292,80,0,1,0,1
146000,101,1,2,30,0,15.49381,98,0,1,0,1
232999.9,71,1,3,38,0,15.93379,148,0,1,0,1
50999.98,34,1,1,25,0,16.56368,38,0,1,0,0
93999.98,101,1,3,29,0,16.76048,82,0,1,0,0
94500,101,1,3,29,0,16.76048,82,0,1,0,0
91999.97,41,1,1,27,0,16.87239,55,0,1,0,0
140000,101,1,2,27,0,16.91517,66,0,1,0,1
145000,101,1,3,51,0,16.96331,95,0,1,0,1
147000,131,1,2,32,0,16.38035,94,0,1,0,1
148000,131,1,2,32,0,16.38035,94,0,1,0,1
210999.9,171,1,2,39,0,15.7502,106,0,0,1,1
175000,151,1,2,28,0,15.161,91,0,1,0,1
177500,111,2,3,43,0,15.55534,103,0,1,0,1
439999.9,51,3,5,47,0,15.22555,248,1,1,0,1
110000,16,1,2,36,0,15.27537,53,1,1,0,0
240000,71,1,3,42,0,15.37347,80,1,1,0,1
154000,21,1,2,27,0,17.17029,91,0,1,0,0
81499.99,41,1,1,28,0,16.54686,51,0,0,1,0
224999.9,201,1,4,30,0,18.75641,144,1,0,1,1
126500,101,1,3,29,0,14.69238,76,0,1,0,1
137000,71,1,3,41,0,17.00217,108,0,1,0,1
95500.02,66,1,2,52,0,17.0468,84,0,1,0,1
79000.03,41,1,3,43,0,17.4473,74,0,1,0,0
128500,101,1,4,33,0,17.73602,121,0,1,0,1
85000.01,51,1,2,33,0,18.26899,56,0,1,0,0
109000,71,2,3,24,1,17.77897,93,1,0,0,1
115000,111,1,3,27,0,18.02258,113,0,1,0,1
68500.01,113,1,1,23,0,18.02258,66,0,1,0,0
114500,17,1,2,40,0,18.03089,69,0,1,0,1
63499.99,11,1,1,30,1,18.29766,37,0,0,0,0
68000.01,101,1,1,22,0,18.52256,50,0,1,0,0
186999.9,71,1,3,32,0,14.50979,95,0,1,0,1
250000,71,2,4,35,0,13.91302,152,0,1,0,1
113000,66,1,1,46,0,14.28424,53,0,1,0,0
172000.1,71,1,3,38,0,14.88849,75,0,1,0,1
169999.9,71,1,3,32,0,15.17888,100,0,1,0,1
166000,48,1,3,26,0,16.35769,109,1,1,0,1
97949.98,101,1,1,30,0,15.82839,45,1,1,0,0
97000.04,101,1,1,27,0,15.82839,45,1,1,0,0
175000,76,1,3,53,0,15.77798,102,0,1,0,1
177500,71,1,3,28,0,15.64374,83,0,1,0,1
120000,27,1,2,30,0,15.99657,74,1,1,0,0
120000,27,1,2,30,0,15.99657,74,1,1,0,0
93500.02,101,1,1,28,0,16.29682,65,0,1,0,0
123000,31,1,2,26,0,16.17674,78,0,0,1,0
115000,51,1,2,26,0,16.6846,67,0,1,0,0
92999.96,16,1,1,32,0,17.54532,64,0,1,0,0
148000,121,1,2,35,0,17.37076,98,0,1,0,1
144250,121,1,2,29,0,17.37076,92,0,1,0,1
147000,61,1,2,35,0,17.58933,116,1,1,0,1
144950,151,1,2,31,0,17.55936,77,0,1,0,1
125000,96,1,1,27,0,17.78654,68,0,1,0,0
281000.1,96,1,3,48,0,18.0951,115,0,1,0,1
249000,26,1,3,59,0,18.08499,147,0,1,0,1
208000,111,1,3,30,0,16.69646,126,0,1,0,1
114000,101,1,2,29,0,17.29118,57,1,1,0,0
103000,11,1,1,37,0,15.32272,49,0,0,1,0
130000,31,1,2,49,0,15.4231,89,1,1,0,0
167000,66,1,3,30,0,15.97864,103,0,1,0,1
113450,68,1,2,35,0,15.93767,58,1,1,0,0
113950,68,1,2,35,0,15.93767,58,1,1,0,0
105000,31,1,2,30,0,16.17023,74,0,1,0,0
281000.1,66,2,5,33,0,16.40965,185,0,1,0,1
84000.04,71,1,1,32,0,14.89629,48,1,1,0,0
152500.1,101,1,2,26,0,19.0286,90,0,1,0,1
142500,99,1,3,24,0,18.90749,73,0,1,0,0
99999.97,151,1,1,28,0,19.15082,69,0,1,0,0
106000,71,1,1,28,0,18.43054,45,0,1,0,0
110000,91,1,2,33,0,18.6459,68,0,1,0,0
327000.1,7,3,4,37,0,18.60931,140,0,1,0,1
85000.01,66,1,1,32,0,17.78168,65,0,1,0,0
215000.1,7,2,3,28,0,18.12379,124,1,1,0,0
106000,66,1,2,32,0,17.83458,45,0,1,0,1
168500,91,1,3,31,0,19.3783,87,0,1,0,1
124000,71,1,2,24,0,19.3783,63,0,1,0,0
179950,91,1,3,30,0,19.6633,96,0,1,0,1
108500,16,1,2,27,0,19.42919,49,1,1,0,0
173000,71,1,3,34,0,19.75638,111,0,1,0,1
160000,31,1,3,33,0,19.78687,92,0,1,0,1
118000,23,1,2,41,0,20.21546,52,1,0,1,0
156000,71,1,3,23,0,19.64474,97,0,1,0,1
126000.1,14,1,2,34,0,19.98705,62,1,1,0,1
160000,71,1,4,38,0,19.79061,139,0,1,0,1
115000,71,1,2,29,0,20.70068,61,1,1,0,0
87999.97,71,1,1,36,0,20.04236,42,0,1,0,0
224000.1,66,1,3,31,0,20.44215,112,0,1,0,1
167000,66,1,3,51,0,19.40791,104,1,1,0,1
87949.97,17,1,1,27,0,19.68956,47,1,1,0,0
125000,19,1,2,23,0,20.06821,81,1,1,0,1
87999.97,31,1,2,31,0,20.65937,67,0,0,1,0
148500,71,1,3,27,0,20.73908,81,0,1,0,1
164949.9,71,1,3,44,0,20.39712,95,0,1,0,1
165000,66,1,3,29,0,20.73286,113,1,1,0,1
95999.97,66,1,1,35,0,20.79599,64,0,1,0,0
158950,71,1,3,26,0,20.74687,91,0,1,0,1
276999.9,76,1,4,42,0,17.22826,151,0,1,0,1
245000.1,71,1,4,48,0,15.79432,167,0,1,0,1
111000,71,1,2,35,0,16.90924,61,0,0,1,0
150000,65,1,3,27,1,20.26521,80,1,0,0,1
161000,71,1,3,27,0,20.51265,121,0,1,0,1
87749.98,13,1,1,50,0,20.07633,37,1,1,0,0
94999.96,101,1,2,28,0,19.48457,61,0,1,0,0
230000,21,2,4,31,0,20.26172,141,0,1,0,1
153000,6,2,2,42,0,19.60649,72,0,1,0,1
120000,51,1,3,43,0,20.97694,108,0,1,0,1
72999.98,101,1,1,21,1,19.47599,38,0,0,0,1
90000.02,96,1,1,27,0,19.59443,60,0,1,0,0
90999.96,96,1,1,27,0,19.59443,60,0,1,0,0
134000,81,1,3,31,0,20.07059,102,1,1,0,0
148000,69,1,3,49,0,19.60755,111,1,1,0,1
240000,66,1,4,32,0,19.38063,141,0,1,0,1
156000,71,1,3,42,0,18.92305,80,0,1,0,1
97000.04,18,1,2,35,0,18.98735,70,1,1,0,0
134950,101,2,2,29,0,19.02342,90,0,1,0,1
223000,71,1,3,26,0,17.62608,109,1,1,0,1
206999.9,66,2,3,32,0,17.60014,127,0,1,0,1
165950,71,1,3,26,0,18.38497,103,1,1,0,1
215000.1,66,1,3,47,0,23.04861,137,1,1,0,1
144000,71,1,2,26,0,22.57077,97,0,1,0,1
165000,71,1,3,30,0,20.69252,106,0,1,0,1
165000,71,1,3,30,0,20.69252,106,0,1,0,1
168000,71,1,3,32,0,21.95819,102,0,1,0,1
185000,71,1,3,30,0,21.4826,94,0,1,0,1
138500,69,1,2,34,0,22.05457,80,0,1,0,1
132000,71,1,2,26,0,22.04627,80,0,1,0,1
125500,71,1,3,23,0,23.1384,74,0,1,0,1
114950,63,1,2,24,1,23.57381,48,0,0,0,0
177000,71,1,3,29,0,23.80393,91,1,1,0,1
142000,71,1,3,41,0,23.36371,120,0,1,0,1
154950,62,1,3,34,0,23.33934,110,0,1,0,1
146000,49,1,3,22,0,23.48236,107,0,1,0,1
152500.1,51,1,3,37,0,22.31085,104,1,1,0,1
210000,71,1,3,60,0,22.27706,106,1,1,0,1
327500.1,19,2,4,39,0,24.24399,156,0,1,0,1
135000,51,1,2,25,0,25.83376,98,0,1,0,1
218000.1,31,1,3,46,0,25.76334,90,0,1,0,1
191000,66,1,3,32,1,23.56937,119,1,0,0,1
217500,66,1,3,32,0,24.03748,103,0,1,0,1
285000,66,1,3,43,0,23.91102,123,0,1,0,1
142500,66,1,2,34,0,23.28854,69,0,1,0,1
147500,66,1,3,30,0,22.63127,83,1,1,0,1
153000,51,1,3,50,0,22.52385,98,0,1,0,1
155000,51,1,3,32,0,22.52316,99,0,1,0,1
187500,71,1,3,45,0,22.56694,111,0,1,0,1
187500,71,1,3,45,0,22.56694,111,0,1,0,1
185000,71,1,3,31,0,21.57636,85,0,1,0,1
224999.9,66,1,3,36,0,21.82856,113,0,1,0,1
110000,71,1,2,47,0,23.56408,66,0,1,0,0
86999.96,26,1,1,26,0,24.36286,50,0,1,0,0
201000.1,66,1,3,30,0,23.73571,109,1,1,0,1
384999.8,71,2,4,32,0,22.51135,170,0,1,0,1
215000.1,31,2,2,77,0,22.87444,110,0,1,0,0
364999.9,47,1,4,39,0,23.18157,156,0,1,0,1
250000,66,1,3,32,0,23.64227,115,0,1,0,1
224999.9,66,1,3,46,0,23.91897,146,0,1,0,1
219949.9,71,1,3,54,0,23.77423,107,1,1,0,1
269999.9,71,1,3,42,0,21.90897,122,0,1,0,1
425000.1,25,2,4,66,0,22.41463,172,0,1,0,1
222500,66,1,3,28,0,21.06612,133,0,1,0,1
240000,71,2,3,62,0,21.19946,135,1,1,0,1
285000,64,1,3,35,0,21.22715,106,0,1,0,1
124000,51,1,2,27,1,21.61657,66,0,0,0,0
115000,16,1,1,27,1,24.52711,65,1,0,0,1
167000,101,1,2,30,0,25.00005,82,1,1,0,1
120000,51,1,2,41,0,23.973,64,1,1,0,0
144000,26,1,2,46,0,26.32353,74,0,1,0,0
474999.8,71,2,5,31,0,26.6119,212,0,1,0,1
145000,36,1,2,42,0,25.7586,68,0,1,0,0
245000.1,31,1,3,41,0,25.42016,140,0,1,0,1
207500,64,1,3,36,0,18.18199,98,0,1,0,1
189950,66,1,3,27,0,17.41563,115,1,1,0,1
145000,64,1,3,26,0,18.65666,94,1,0,1,1
179999.9,71,1,3,41,1,18.28868,97,0,0,0,1
194000,71,1,3,51,0,17.94524,152,0,1,0,1
179950,68,1,3,37,1,18.26303,93,0,0,0,1
92999.96,101,1,1,26,1,18.735,51,0,0,0,0
294999.9,31,2,2,41,0,19.25376,125,0,1,0,1
165000,63,1,4,39,0,18.73703,112,0,1,0,1
134950,71,1,3,40,0,16.04975,86,1,1,0,1
184950,74,2,3,30,0,15.71975,110,1,1,0,1
103000,13,1,1,34,0,16.06635,47,1,1,0,1
198000,61,1,3,41,0,16.4014,132,1,1,0,1
150000,66,1,3,24,0,16.73176,99,1,1,0,1
197500,71,1,3,32,0,16.6503,116,1,1,0,1
220000,71,2,3,41,0,17.33909,100,1,1,0,1
240000,4,2,2,41,0,17.96827,80,1,1,0,0
119950,34,1,2,23,0,17.21872,68,0,1,0,0
120000,8,1,2,26,0,17.94005,65,1,0,1,0
289999.9,71,1,4,43,0,18.09402,142,1,1,0,1
342500.1,71,2,4,43,0,17.87965,196,0,1,0,1
210000,69,1,3,33,0,17.76182,88,0,1,0,1
165000,71,1,3,38,0,15.86688,114,0,1,0,1
190000,71,1,3,47,0,16.82644,100,0,1,0,1
172000.1,71,1,3,60,0,13.68255,114,1,1,0,1
174000,71,1,3,53,0,15.59961,108,0,1,0,1
245000.1,71,1,3,25,0,15.40758,117,0,1,0,1
79999.97,81,1,1,63,1,14.71043,46,0,0,0,0
167000,3,1,2,31,0,15.48572,65,1,1,0,0
169000,66,1,3,58,0,16.25847,120,0,1,0,1
106000,41,1,2,27,0,16.92054,57,0,1,0,0
107000,66,1,2,35,0,14.79888,71,0,1,0,0
168500,66,1,3,29,0,14.8591,103,0,1,0,1
49995,41,1,1,40,0,12.13709,47,0,1,0,0
64995,71,1,3,42,1,12.12703,100,0,0,0,0
84994.98,101,1,2,31,0,12.73134,75,0,1,0,1
92500.02,101,1,2,25,0,11.77511,78,0,1,0,1
136000,101,1,3,37,0,12.41693,103,0,1,0,1
105000,101,2,3,43,0,12.08467,85,0,1,0,1
126000.1,71,1,3,32,1,14.10941,105,0,0,0,1
143000,63,1,3,25,0,13.63633,102,0,1,0,1
58999.98,71,1,1,21,0,13.11917,56,0,1,0,0
81499.99,71,1,2,34,0,13.44395,70,0,1,0,1
140000,71,2,4,34,0,13.07153,141,0,1,0,1
140000,71,1,3,35,0,13.08715,96,0,1,0,1
69000.01,5,1,2,27,1,12.78696,60,0,0,0,0
53999.98,4,1,1,28,1,12.93727,38,1,0,0,0
135000,101,2,3,28,0,12.38774,114,1,1,0,1
179999.9,71,1,3,33,0,13.20942,113,0,1,0,1
75999.97,41,1,2,29,1,11.74454,64,0,0,0,0
58999.98,11,1,1,39,1,12.2845,44,1,0,0,0
120000,71,1,3,24,0,12.18727,97,0,1,0,1
123000,81,1,3,37,0,13.0532,89,0,1,0,1
114950,91,1,2,43,0,12.13018,72,1,1,0,1
237500,101,1,4,41,0,11.99641,164,1,1,0,1
60000.01,101,1,1,26,0,11.73479,60,1,1,0,0
134500,71,1,3,27,0,11.94665,105,1,1,0,1
199995.1,101,2,4,44,0,12.54747,128,1,1,0,1
76994.97,91,1,1,23,0,12.54595,70,1,1,0,0
268000,102,2,5,36,0,12.41012,204,0,1,0,1
160000,101,1,3,40,0,13.21401,110,0,1,0,1
138500,71,1,3,29,0,13.18593,96,1,1,0,1
148000,101,1,3,36,0,13.18593,114,0,1,0,1
208000,71,1,4,29,0,12.4191,150,1,1,0,1
200000,71,2,3,30,0,12.60616,144,1,1,0,1
147000,61,1,3,30,0,13.28529,102,0,1,0,1
130499.9,71,1,3,29,0,13.69488,85,0,1,0,1
156500,71,1,3,28,0,13.41146,114,1,1,0,1
143000,71,1,3,35,1,12.75244,132,0,0,0,1
145000,71,1,3,35,1,12.75244,132,0,0,0,1
328999.8,71,2,4,44,0,13.58824,187,0,1,0,1
138795,91,1,3,44,0,13.98222,115,1,1,0,1
215000.1,71,1,5,28,0,13.82623,175,0,1,0,1
89995.04,66,1,2,24,0,14.0713,67,0,1,0,0
60000.01,31,1,1,38,0,13.95323,53,0,0,1,0
105000,101,1,3,31,0,14.50152,104,1,1,0,1
129000,101,1,3,42,0,14.94243,101,0,1,0,1
123500,101,1,3,26,0,13.65983,87,0,1,0,1
177000,71,1,3,29,0,14.27655,132,0,1,0,1
104000,101,1,3,31,1,13.98953,88,1,0,0,1
137500,101,1,3,27,0,15.35774,111,0,1,0,1
92999.96,101,1,2,27,0,14.8659,68,1,1,0,0
99999.97,101,1,2,25,0,13.8771,81,0,1,0,1
224999.9,66,1,3,49,0,11.90921,164,1,1,0,1
195000,71,1,3,36,0,13.42203,120,0,1,0,1
160000,71,1,3,37,0,14.0794,101,0,1,0,1
227000,71,2,4,44,0,14.32989,144,1,1,0,1
250000,0,2,4,32,0,14.86075,165,0,1,0,1
93500.02,41,1,2,23,0,16.14536,64,0,1,0,0
116000,51,1,3,46,1,17.29422,95,0,0,0,1
104000,31,1,3,33,0,16.84154,95,0,1,0,1
101000,66,1,2,26,0,16.82917,65,0,1,0,0
169999.9,31,2,4,38,0,13.14569,140,0,1,0,1
130000,81,1,2,34,0,13.51685,60,1,1,0,0
130000,101,1,2,35,0,13.51685,71,1,1,0,0
350000.2,71,1,5,40,0,14.20059,185,0,1,0,1
158000,66,1,3,32,0,13.17403,100,0,1,0,1
179995,71,1,3,30,0,12.69439,102,0,1,0,1
195000,21,1,4,22,0,14.28361,112,0,1,0,1
138000,51,1,3,41,0,14.5729,100,0,1,0,1
130000,71,1,2,37,0,13.91115,77,0,1,0,1
86500.02,71,1,1,27,0,12.86975,58,1,1,0,0
162000,31,1,3,32,0,12.76949,122,0,1,0,1
92500.02,31,1,2,33,0,12.78982,80,1,1,0,0
260000.1,71,1,4,29,0,12.49425,140,0,1,0,1
109000,101,1,2,34,0,11.64685,72,1,1,0,0
149995,101,1,3,30,0,13.22381,72,0,1,0,1
224999.9,101,1,2,27,0,19.25895,101,1,1,0,1
128000,71,1,2,26,0,19.46568,65,1,1,0,0
131000,101,1,1,28,0,19.47247,50,0,1,0,0
125000,111,1,1,25,0,19.65115,54,0,0,1,0
140000,21,1,2,25,0,19.76003,83,0,1,0,0
235000.1,2,2,3,29,0,19.23925,110,1,1,0,1
135000,101,1,2,40,0,18.79189,90,0,1,0,1
210999.9,97,1,3,36,0,18.88728,94,0,1,0,1
234000,81,1,3,33,0,17.85085,84,0,1,0,1
212499.9,101,1,3,30,0,18.54089,100,0,1,0,1
215000.1,101,1,3,32,0,18.51681,110,0,1,0,1
145000,101,2,3,24,0,18.89534,95,0,1,0,1
182500.1,111,1,2,31,0,18.24199,73,0,1,0,1
247999.9,106,1,3,45,0,18.3247,130,0,1,0,1
117000,63,1,2,32,0,18.06077,43,0,1,0,0
150000,4,1,1,25,0,18.46235,83,1,0,1,0
210999.9,71,1,3,28,0,17.64248,97,1,1,0,1
192000,5,1,2,30,0,17.92295,83,1,1,0,0
335000,111,2,4,30,0,17.45655,152,0,1,0,1
135000,66,1,2,38,0,17.79256,65,0,1,0,0
273000,16,2,3,52,0,18.00748,137,0,1,0,1
225999.9,126,1,2,31,0,17.92337,117,0,1,0,1
175000,101,1,2,27,0,17.79185,87,0,1,0,1
191000,101,1,2,32,0,17.67133,98,0,1,0,1
132500,66,1,2,27,1,18.06162,72,0,0,0,0
139949.9,71,1,2,30,0,18.06162,58,1,1,0,1
139949.9,71,1,2,36,0,18.10308,76,0,1,0,0
99999.97,16,1,1,53,0,17.22684,42,0,1,0,0
302000,31,2,4,56,0,17.10178,174,0,1,0,1
128000,61,1,3,52,0,16.61487,77,1,0,1,0
129000,41,1,3,45,0,17.18511,77,0,1,0,0
99999.97,16,1,1,25,0,17.90184,51,1,0,1,1
443499.9,67,1,4,32,0,16.88032,162,0,1,0,1
425000.1,71,1,4,41,0,16.88032,171,1,1,0,1
387499.8,66,1,4,60,0,16.74865,148,0,1,0,1
116949.9,71,1,2,28,1,15.87704,55,0,0,0,0
120000,21,1,1,30,0,17.66208,48,0,1,0,0
97949.98,45,1,2,31,0,18.4619,66,1,1,0,0
235999.9,66,2,3,35,0,17.56005,103,0,1,0,1
175000,89,1,3,35,0,16.13229,99,1,1,0,1
197000,71,1,3,39,0,16.52223,117,0,1,0,1
202500,91,1,3,30,0,16.31944,98,0,1,0,1
105500,71,1,2,29,0,16.67107,60,0,1,0,0
198000,71,2,3,31,0,18.33494,135,0,1,0,1
140000,71,1,3,28,0,18.28956,96,0,1,0,1
193000,66,1,3,37,0,17.89565,108,0,1,0,1
135000,71,1,3,52,0,17.82264,72,0,1,0,1
164949.9,66,2,3,41,0,18.09978,91,0,1,0,1
133000,66,1,2,31,0,18.08342,74,1,1,0,1
101000,11,1,1,31,0,17.8013,52,1,1,0,1
210000,71,1,3,32,0,18.28681,141,0,1,0,1
128500,67,1,2,28,0,17.34223,67,0,1,0,1
149950,33,1,2,33,0,18.42607,84,0,1,0,1
169995.1,66,1,3,31,0,18.65819,86,0,1,0,1
172000.1,66,1,3,31,0,18.88723,81,1,1,0,1
82500.02,81,1,1,25,0,19.26903,33,0,1,0,0
245000.1,70,1,3,31,0,19.04916,97,0,1,0,1
111500,18,1,1,31,0,19.01006,46,1,0,1,0
106000,71,1,2,32,0,18.87106,50,0,1,0,0
148000,31,1,2,34,0,19.6189,74,0,1,0,0
250000,121,1,3,40,0,19.67399,118,0,1,0,1
315000,72,1,4,37,0,19.83919,168,1,1,0,1
207500,66,1,2,30,0,18.84172,96,0,1,0,1
137950,66,1,3,63,0,19.42373,83,0,1,0,1
150000,101,1,2,32,0,19.99694,75,0,1,0,0
120000,21,1,1,57,1,20.04129,34,1,0,0,0
122500,101,1,1,28,0,20.04129,55,0,1,0,0
85000.01,111,1,1,24,0,20.20897,33,1,1,0,0
138000,36,1,2,30,0,20.45449,75,0,1,0,0
125500,126,1,1,28,0,20.42109,55,0,0,1,0
124000,31,1,1,23,0,19.85163,70,0,0,1,0
122000,66,1,1,27,0,19.74087,45,0,1,0,0
86999.96,13,1,2,25,0,21.18789,76,1,1,0,0
136950.1,111,1,2,31,1,21.35113,66,0,0,0,1
136500,101,1,1,31,0,20.93164,45,0,1,0,0
190000,101,1,2,30,0,20.67587,99,0,1,0,1
174949.9,71,1,3,29,0,20.66487,86,0,1,0,1
77000.04,12,1,1,37,0,20.90538,48,1,1,0,0
173000,71,1,3,30,0,20.25116,92,0,1,0,1
125950,51,1,3,41,0,21.76186,100,0,1,0,1
165000,62,1,3,33,0,21.57111,106,0,1,0,1
135000,66,1,3,26,0,21.72297,83,1,1,0,1
139000,101,1,2,26,0,21.54749,88,1,1,0,1
129000,71,1,2,27,0,21.72675,89,0,1,0,1
160000,101,1,3,35,0,22.26743,91,0,1,0,1
130000,112,1,2,27,0,22.26743,66,1,1,0,1
114000,71,1,2,40,0,22.35977,72,0,1,0,0
200000,71,1,5,41,0,22.13304,164,0,1,0,1
99950.01,16,1,1,48,0,21.34201,45,1,0,1,1
135000,71,1,2,22,0,21.4371,60,1,1,0,1
148999.9,21,1,3,23,0,21.37675,88,1,1,0,1
118000,46,1,2,29,0,21.89955,68,0,1,0,0
119000,26,1,2,29,0,21.95717,65,0,1,0,0
107500,41,1,2,29,0,22.07586,77,0,1,0,0
126000.1,71,1,2,26,0,22.55611,65,0,1,0,1
179950,31,1,3,30,0,22.54361,113,0,1,0,1
137000,64,1,3,35,0,22.55783,80,1,1,0,1
172000.1,51,1,3,45,0,23.04731,102,0,1,0,1
142500,71,1,2,31,1,9.86026,86,1,0,0,0
99999.97,91,1,1,32,0,9.858586,37,0,1,0,0
205000,121,1,2,30,0,9.770004,88,0,1,0,0
224999.9,101,1,2,29,0,10.23919,76,0,1,0,0
59950.02,81,1,2,38,1,10.6747,55,0,0,0,0
362499.8,93,2,4,33,0,10.39439,152,0,1,0,1
178000,101,1,2,32,0,10.39439,70,0,1,0,0
107000,71,1,1,25,0,10.47278,63,0,1,0,0
450000.1,81,1,4,32,0,9.686282,216,0,1,0,1
345000.1,71,1,3,36,1,10.29773,160,0,0,0,1
201000.1,71,1,3,35,1,9.679453,100,0,0,0,0
205000,51,1,2,32,0,8.694372,70,0,1,0,0
499999.8,76,2,4,39,0,8.650444,180,0,1,0,1
150000,91,1,1,32,0,9.466202,50,0,1,0,0
175000,101,1,2,32,0,9.574386,60,0,1,0,0
409999.8,71,1,4,38,0,9.074335,155,0,1,0,1
389499.8,53,2,3,33,0,8.781683,153,0,1,0,1
260000.1,151,1,2,39,0,3.306117,63,0,1,0,0
244000,201,1,2,39,0,2.895702,90,0,1,0,0
79999.97,9,1,1,27,0,12.97648,45,1,1,0,0
153000,16,1,3,47,0,12.52926,84,0,1,0,1
94949.97,27,1,1,31,0,10.99959,60,0,1,0,0
125000,101,1,2,34,0,11.17999,72,0,1,0,0
99999.97,18,1,2,35,0,11.3472,63,1,1,0,0
140000,151,1,1,31,0,3.27472,42,0,1,0,0
140000,17,1,1,33,0,3.259067,46,0,0,1,0
269999.9,71,1,3,49,0,12.26969,134,0,1,0,1
172000.1,71,1,3,34,0,12.111,105,0,1,0,1
122000,36,1,2,35,0,13.22392,79,1,0,1,0
123000,101,1,1,28,0,12.7544,49,0,1,0,0
119950,76,1,1,29,0,13.35999,59,0,1,0,0
285000,76,1,3,51,0,12.29951,142,0,1,0,1
158000,201,1,1,31,0,2.947998,53,0,1,0,0
132000,91,1,2,29,1,12.45846,70,0,0,0,0
123000,101,1,3,30,0,11.58243,66,0,1,0,0
200000,71,1,3,40,0,12.72753,140,0,1,0,1
179250,101,1,2,29,0,11.98538,96,0,1,0,0
165000,76,1,3,40,0,10.9278,105,0,1,0,1
155000,71,1,3,38,1,12.08828,108,0,0,0,1
162000,71,1,3,28,0,11.9146,98,1,1,0,1
120000,91,1,1,49,0,11.80254,64,0,1,0,0
125000,96,1,2,25,0,12.14194,76,1,1,0,0
108000,71,1,1,28,0,11.77387,60,0,1,0,0
118000,101,1,1,30,0,11.80858,63,0,1,0,0
145000,71,1,3,30,0,10.65416,90,0,1,0,1
135000,91,1,3,33,1,11.01574,96,0,0,0,1
144000,111,1,1,28,0,3.098047,50,0,1,0,0
